ATTR1,ATTR2,ATTR3,ATTR4
4900.16,2390.5,3461.55,7618.13
8595.71,3150.98,1809.47,9073.21
2793.43,8236.54,8686.69,8731.7
7866.27,1338.04,5822.35,9760.46
7453.94,4442.63,341.19,3404.44
4763.05,2699.77,5400.06,8644.03
7143.25,9261.55,3947.58,2842.96
3938.92,429.72,4840.53,6851.52
6257.2,9942.34,691.94,6998.44
4202.48,7509.08,3833.85,8853.24
4720.48,6914.62,9090.42,4264.72
1200.31,1196.66,615.85,1071.41
1132.94,2013.33,464.34,3696.12
7232.91,7978.97,6604.52,3507.44
3656.63,4676.23,6760.86,2935.7
2368.42,8563.71,79.96,2410.59
7992.52,2806.85,9187.1,4290.24
6607.51,2957.25,5364.0,3131.02
6478.71,9230.84,3190.89,7660.25
7337.75,2065.91,4195.84,4479.95
2231.61,450.59,1868.24,2455.77
4636.4,3211.39,2098.79,9215.82
7343.07,2582.9,5438.24,6031.72
3478.22,8809.34,9348.12,2101.36
625.99,722.89,9457.94,272.2
8301.63,7134.6,8009.93,5530.22
2743.06,3585.63,4658.53,4309.3
8861.0,2416.29,9681.36,3298.32
261.74,1454.01,1281.39,964.72
4604.77,2204.52,3901.45,3901.27
4625.52,588.37,9418.89,1872.63
1451.93,131.36,8409.52,6049.79
2220.67,4650.39,7870.79,8216.62
1521.94,9447.48,9408.87,6390.61
9411.02,2537.48,3979.56,4589.25
8972.89,1254.07,8247.82,2390.3
454.53,5280.57,7163.98,9975.83
6668.49,8893.58,5493.49,5414.34
5436.32,6511.57,4908.03,164.53
6714.58,561.64,9598.65,1104.96
9951.87,4419.38,4072.44,8538.74
9220.2,8219.77,9221.22,26.09
9994.78,58.32,6679.77,7945.95
2141.84,3290.6,9418.58,2379.52
8115.26,2883.59,2511.79,7672.67
6592.29,6567.89,6227.91,3378.43
6750.21,4037.98,6748.4,4032.11
7633.19,7141.32,2402.71,3300.76
3258.56,7645.05,3623.65,6208.55
9523.82,1175.14,5083.01,9760.07
2331.6,9776.96,265.26,2440.6
2144.97,5520.44,8252.57,7509.72
9834.94,67.77,3930.58,9855.24
2782.64,644.81,6752.9,2455.3
866.99,4955.03,9062.83,6687.12
9843.79,9536.1,3992.47,294.0
3043.6,4833.48,9499.83,8385.66
1403.61,4152.27,9781.49,2118.98
8373.6,858.3,2411.61,6756.16
4069.17,9508.45,4026.36,4243.03
1408.41,6582.68,8968.51,2790.22
4077.66,8151.35,5392.21,8100.28
9200.42,2336.96,9150.56,7194.59
4972.29,6387.06,4140.96,8934.99
8836.49,2499.92,140.75,919.21
7185.85,9908.02,8312.36,9144.18
5033.93,285.67,5180.52,1232.74
3086.65,4371.49,7939.64,9622.35
9373.07,6796.66,3601.13,6100.57
4541.11,8684.19,9176.66,8414.23
3388.52,6182.29,6446.01,5171.95
6885.76,1248.24,4955.67,1146.07
6729.17,7928.97,7197.48,8977.05
1507.21,5579.32,177.11,3316.52
8276.54,1858.0,3638.36,9370.96
8947.32,6114.25,2568.5,6581.63
2499.96,2046.59,1579.22,9856.88
8737.38,4592.43,7431.15,5237.94
9084.76,6495.42,6903.1,3409.23
1838.58,9032.21,3114.85,8083.05
7081.03,6326.98,1057.58,6864.83
5380.77,394.47,1745.96,7128.76
2464.3,3867.34,9401.89,5429.81
5694.91,5649.2,4911.72,2985.29
5290.98,953.69,9972.33,5801.55
6724.63,9057.52,3217.9,7021.89
5805.99,6572.77,7363.58,7514.61
423.02,4849.61,5485.24,9932.36
5087.84,5087.01,3217.58,3760.77
1365.84,5249.61,996.55,6248.72
7911.1,336.91,2043.05,5981.91
2861.87,8448.44,5656.19,1629.76
6673.5,908.75,2498.1,7293.56
7820.42,619.94,8819.44,704.41
6406.71,907.77,535.01,5727.65
361.81,3805.65,6406.13,1112.37
3915.16,3648.45,1188.47,7223.12
9329.87,4521.37,9529.12,7952.94
2969.77,3961.99,116.7,2521.61
4540.73,2307.1,2627.49,9773.03
577.36,4938.34,5880.46,1740.29
8024.33,7082.89,4572.8,2797.11
1540.13,3687.46,6156.19,9306.27
527.11,2196.86,6242.34,6937.92
3328.64,2556.89,3546.33,3778.15
6603.19,6738.89,7899.03,1013.95
9974.99,2655.43,3183.71,7448.55
6042.24,8543.36,4852.5,2971.75
1091.89,567.57,3552.69,6576.87
6827.65,3338.12,8783.33,2182.05
4912.88,9225.51,8725.33,5056.2
7209.67,5617.21,9192.41,9329.82
7654.37,6320.83,5209.06,9555.73
5391.9,7936.82,6388.83,8587.28
4781.67,5622.97,8044.66,4043.18
289.62,2972.79,4470.14,7629.41
9548.34,7612.39,9416.09,4733.36
9239.47,4465.05,9230.42,4197.67
72.76,9375.12,4885.8,3655.83
1238.91,9390.02,9857.71,1759.66
1873.39,7483.28,6442.51,1863.6
8327.44,4227.45,9608.95,9906.49
8969.36,853.62,8655.07,9604.82
1855.56,6527.45,2455.64,3247.22
7047.44,8621.73,1394.35,6484.78
7524.78,1942.65,8353.83,1502.81
6723.05,6039.4,2391.29,8074.04
8161.44,9583.16,7081.96,8052.68
9560.8,460.75,1122.14,312.96
715.56,3775.12,7937.56,5738.91
2203.8,6820.94,1893.68,9371.29
7835.07,7769.13,2722.46,279.43
2213.77,3994.95,3930.04,6607.87
8318.35,6308.45,7887.02,9358.75
1593.53,4979.38,9710.79,34.56
318.65,7298.33,528.58,6079.13
549.5,4892.84,1253.09,5208.82
2409.78,7122.04,8673.11,8551.14
4355.23,6954.63,3275.39,3027.61
7604.36,6026.83,3676.68,6557.89
8042.3,6024.81,2705.52,7581.25
2074.28,2813.81,4574.29,2090.68
7048.52,8716.23,5491.42,9779.67
3845.63,6721.26,5176.03,7345.7
1864.35,7776.02,2283.95,730.79
1091.28,8817.07,9523.0,3249.73
6556.51,1680.46,5112.83,3110.61
9591.61,7952.8,1369.02,3300.45
4322.22,7052.53,5285.9,2020.96
3769.03,2126.97,6905.87,3061.09
5916.08,9416.67,4880.36,5954.23
4301.9,2364.08,947.03,5793.48
6868.03,108.99,9121.44,6484.39
1208.18,3347.28,1654.63,4100.99
8697.84,9625.04,4915.42,4821.51
5760.27,2697.42,5051.97,971.12
6721.9,2140.7,4759.58,5168.55
6856.24,9602.85,5447.01,8565.74
153.88,5932.6,7079.71,9774.13
1106.5,7904.16,2703.95,2133.06
5344.18,9216.12,5232.74,4887.05
8284.94,2546.73,7732.46,2653.7
9619.65,6168.06,7396.47,6855.81
2160.79,3245.28,6142.43,2947.79
1177.7,8748.18,577.59,2389.42
3339.1,8014.93,8712.62,8528.25
4748.92,2382.69,2259.92,1801.95
8275.58,1255.86,4587.56,928.35
1974.29,5378.91,4998.16,3171.18
3393.17,3902.2,6271.85,3422.34
825.2,5071.32,526.77,7534.83
4625.72,7642.55,3387.1,2580.25
7850.34,7207.63,6848.72,1555.5
1895.76,727.76,4732.02,3369.73
3807.85,151.24,5419.55,7077.45
2833.35,9786.13,1618.11,8037.15
5625.54,2600.54,2273.08,1337.35
5549.41,1361.4,368.57,9442.61
627.4,111.86,3291.83,2970.86
2037.57,4098.22,4613.43,9189.77
943.42,3801.3,8494.59,709.42
5106.91,2025.16,1239.08,3156.17
4098.76,8113.13,660.3,494.33
2747.17,5735.55,7913.85,8931.81
1348.61,5607.83,333.36,8412.86
7588.55,5319.46,4350.13,1707.09
1180.32,8643.44,1386.62,8738.28
6286.09,873.74,7572.19,155.15
9893.49,8178.07,6604.49,1619.14
1241.96,8046.22,4134.62,2854.44
9418.82,4120.15,8811.59,6625.34
9190.11,7745.58,7025.34,3998.17
6131.62,4740.96,6155.93,7961.23
3258.59,5451.41,2015.53,9217.01
669.21,400.31,795.21,6278.88
1171.27,4851.19,6686.49,721.07
3942.59,8344.17,2470.31,8484.38
7255.04,444.37,3402.16,6558.6
2261.56,3238.7,108.69,5488.25
5130.45,3082.37,3066.74,6887.56
8690.11,9187.62,6322.8,2099.38
3000.81,9106.05,873.49,5346.33
393.89,9016.29,7047.0,3637.86
4842.85,3382.54,9845.28,8733.45
2224.49,2192.27,5214.07,4479.3
3813.82,1972.43,3578.11,9877.78
1751.41,3971.08,8438.63,3651.3
1527.87,7331.14,7238.51,5695.13
1773.18,8608.44,1538.87,5659.87
9482.59,6500.78,5168.62,1608.77
3428.42,4996.38,8857.37,4744.5
2462.6,3444.05,1487.01,1943.14
9437.46,4911.57,1074.14,1409.79
7827.94,4155.8,1111.46,7491.2
6462.44,7704.53,9211.65,9629.89
8724.27,8316.66,5639.46,2117.25
5741.5,1127.04,6547.84,995.35
9680.92,3448.47,5216.53,6481.29
2390.89,1905.44,3579.6,5378.0
4424.6,6211.26,5321.1,904.94
2163.86,5758.83,6286.15,4395.86
5663.73,4205.93,9631.19,5234.16
7146.75,8560.72,6111.93,5860.16
2925.5,7106.0,7206.22,1349.63
9637.22,9337.79,157.42,5587.45
1595.6,2035.28,8765.66,8421.49
132.12,7360.69,5691.44,1467.47
523.65,3672.67,1869.54,5749.89
6559.6,4395.44,5751.22,6887.71
8033.73,3001.56,6685.42,3808.68
7853.72,233.92,4854.04,5530.59
595.97,5117.98,2880.89,1354.18
7593.98,9310.82,7264.93,1087.75
4305.34,6226.4,7316.15,2063.56
634.9,1881.02,6242.36,5887.87
7809.01,6465.82,973.19,1365.96
3839.22,8894.36,7947.32,2237.99
9037.44,2167.74,5286.6,3906.7
9187.98,3343.58,3365.48,9946.49
929.14,4113.4,3885.65,5431.39
5770.54,6231.39,6795.5,7197.54
2821.17,8058.72,8065.1,4207.59
3335.37,563.66,3184.92,6339.36
5976.16,2142.89,1134.4,956.28
8589.78,5819.19,9367.79,8733.39
9893.44,8705.19,6909.93,4296.89
245.43,5116.0,1494.84,2246.12
5675.51,3599.18,8817.06,1810.95
9295.7,6048.73,3689.95,2395.96
3625.87,7733.89,2907.08,2818.99
5471.12,4398.3,2342.19,418.74
1444.83,4877.13,6513.51,405.44
320.1,774.32,2382.19,4481.68
4279.85,8453.83,6349.39,4310.64
5374.23,4239.1,6919.12,2318.74
1061.21,1033.61,6293.71,2641.25
6338.55,7077.92,1457.32,6500.18
302.6,2521.15,2340.92,1327.61
1382.26,5271.72,8303.43,3825.37
4818.93,635.87,6747.2,5393.33
4477.33,3657.54,2902.77,2019.09
5930.43,7156.03,5255.01,1276.97
2335.01,1959.47,3870.98,5654.89
8825.4,1223.8,1682.59,2838.36
1282.59,4016.36,588.21,3174.02
6899.36,333.36,2675.59,1960.6
9234.8,9878.93,8157.3,1362.08
4656.05,6254.98,7945.72,3235.83
8908.48,5071.9,423.55,101.23
3809.68,9853.64,7609.97,6223.96
509.3,9639.15,1849.63,3649.42
882.7,2901.96,7778.65,2457.17
856.22,5544.48,4001.39,3069.48
6541.54,8775.47,6413.89,1603.19
650.19,5828.51,9360.27,8729.3
6701.2,4591.15,6654.37,4757.04
3376.03,902.95,8511.38,9359.03
3647.6,2876.6,5514.84,1306.12
3857.21,9090.82,8903.48,6844.67
1431.01,7503.02,9965.51,4596.18
1854.29,116.0,4884.24,7944.74
6629.58,6140.9,476.68,243.53
2670.42,6464.13,3043.89,6136.89
3194.0,8409.12,4393.04,9978.34
9403.52,6549.65,7738.03,2402.16
3591.27,6902.17,702.26,5156.74
38.36,9507.99,6440.32,3555.14
8062.72,8740.37,6190.11,2663.0
1273.32,3770.35,4554.3,3312.31
9826.03,9590.11,1105.95,8899.5
5059.8,6161.26,7402.65,7520.55
9756.14,9772.87,2171.44,6708.16
9884.54,505.41,2930.45,8412.66
3750.5,359.22,3551.94,1544.8
1024.05,1390.78,2249.87,6098.13
4402.26,1328.32,9891.39,5945.14
8773.68,1768.57,8474.07,8166.22
8608.82,937.18,3278.03,6164.23
1907.06,3965.53,1777.37,2325.76
850.13,8155.12,9859.56,9037.7
8043.85,5172.96,8360.25,2084.53
1479.63,2113.76,9857.36,9202.36
2571.25,3921.94,6956.64,8042.03
3260.88,241.93,2029.36,4127.99
4368.53,4388.69,9131.43,602.89
7974.27,528.75,8774.54,651.0
6205.14,400.34,3290.93,3766.57
3849.45,4601.04,5210.97,1082.62
5903.58,3563.02,1533.39,5939.98
6657.68,9466.92,6270.26,7873.96
8208.07,2714.5,892.66,5841.51
643.33,6113.08,4392.06,6229.0
6395.63,2789.89,2108.77,1089.08
1993.59,4648.8,729.28,8920.8
3150.73,7962.98,5719.65,264.7
5819.73,9836.34,285.74,9969.79
4103.36,5351.37,3901.3,4717.79
3063.71,386.7,5987.54,7435.29
868.22,7781.31,4572.37,2778.94
5793.29,8693.46,9279.9,8951.17
5108.44,3984.47,5448.31,5431.93
9864.62,7861.92,6338.16,9532.52
650.01,8066.39,3781.34,7828.38
6417.03,6276.32,4829.95,743.84
1839.99,5075.41,4894.74,2701.03
6452.2,3798.0,4767.92,7894.82
7457.17,8388.48,4589.85,2100.84
747.27,1495.4,8845.56,4273.82
9058.0,8657.23,6875.67,4003.41
4988.17,4397.6,6338.95,1186.21
4257.52,3032.89,4954.08,7324.0
5549.88,417.18,1335.43,47.36
7469.27,6602.36,5752.51,7302.77
2303.59,7534.09,3062.12,8736.07
6527.16,6666.24,3440.2,7840.92
7567.94,6573.29,9992.03,2357.81
2168.19,1042.63,5034.51,4434.0
1619.71,3855.59,4505.4,1690.28
3174.06,417.67,1714.27,6922.27
3221.32,8605.36,4797.01,4655.83
3680.76,9201.15,7676.15,5538.97
2309.46,8331.67,8831.5,4913.34
8866.77,4380.58,1234.75,4152.96
9585.35,5691.91,6074.62,2726.75
710.62,7217.33,7374.93,4078.88
3095.47,7036.57,2214.81,9606.47
5051.7,6576.52,4867.17,765.39
9547.22,8602.8,3881.72,7031.11
8272.77,2.89,6510.43,2537.08
6662.97,5064.63,1716.6,560.53
1378.36,4564.48,9146.31,5727.78
1997.31,170.77,6599.96,8680.13
4066.13,4205.19,7804.81,6239.33
1017.36,1631.29,4511.08,9678.52
648.18,2106.65,4481.35,8879.68
540.17,2703.81,7459.9,940.94
1774.83,4217.9,7830.92,7112.29
1511.87,6062.03,376.66,1323.34
2052.88,1075.91,8460.55,1335.32
9340.57,2560.47,1903.6,2455.99
4862.8,7189.0,1417.06,7087.96
2638.76,9382.42,6736.86,6520.71
5969.31,3656.03,221.21,1617.12
9167.0,2282.9,1825.16,2314.8
9439.11,5818.95,5340.55,4200.97
9102.39,492.22,4626.49,154.43
2715.35,26.9,8212.85,9341.79
1932.25,2829.97,6856.86,4843.24
3102.2,9450.08,3851.51,8992.91
4616.98,591.79,3089.13,9622.16
1093.27,6710.26,8970.88,4096.37
8567.68,4454.08,7157.74,3134.35
1957.02,6009.74,6082.27,5590.36
4896.3,7063.13,9159.57,6078.23
5929.03,57.45,5290.06,693.38
5406.04,4998.29,5269.36,290.66
5780.51,5581.46,6898.52,6215.17
6568.8,3613.63,634.18,1239.71
135.65,574.06,5598.91,3785.02
7896.52,9785.79,4188.59,5986.68
1577.54,8992.39,5011.08,1021.98
7876.19,1396.75,6712.7,7900.09
1234.68,4957.67,1381.32,37.63
4211.1,4554.86,9010.96,8246.44
8783.21,233.75,2804.56,3611.0
621.71,2698.84,6455.46,9691.71
5957.52,9995.34,4591.85,8188.9
1341.33,9644.5,2199.45,2898.06
3738.15,7431.76,76.04,2029.76
4147.62,500.38,9250.39,3509.7
438.39,4680.92,3535.84,3642.97
9975.07,1850.34,5524.47,8603.24
9715.76,5401.04,2685.22,7117.83
194.76,8011.0,6080.24,1032.7
1661.88,8648.3,7835.93,3041.38
8706.65,4556.67,8812.8,9248.94
8840.41,1938.99,4197.09,1131.92
6508.23,9949.44,1184.15,8465.92
7436.07,415.47,9438.56,9976.07
5183.31,8287.92,8916.8,3709.11
6409.37,8011.72,5881.18,2701.08
849.03,1432.17,3569.07,5554.21
8126.54,2762.04,3678.53,3506.99
579.64,8649.23,6805.95,5180.66
9812.91,9533.76,8198.55,5180.71
3197.49,4071.79,962.7,6677.75
2271.36,183.73,4473.27,4230.54
3475.6,8065.55,3076.05,8307.5
3472.45,4917.69,3106.38,4667.68
6413.59,2292.24,9526.03,4277.82
8729.97,5515.62,8153.38,6167.32
3332.07,7140.36,6075.0,2079.26
1596.09,8047.5,2872.12,2359.59
7735.08,183.45,889.09,8272.0
3205.4,5086.63,824.25,822.96
3034.0,8037.95,9275.27,4967.02
8249.01,5938.21,8787.11,5531.96
7308.37,8141.63,2293.3,9887.78
2549.8,2349.92,994.21,2373.13
7255.64,1201.5,4190.31,7804.97
5150.71,4940.27,8944.61,1080.5
4480.26,885.54,5846.34,5221.71
5804.94,6560.21,1761.92,8378.0
3601.42,4791.23,165.27,2794.85
6155.64,2340.06,5152.74,2593.89
189.75,8746.98,9799.94,7581.41
1644.14,6938.0,4480.33,3422.95
6990.18,9567.69,7547.26,3424.88
6411.5,8495.32,4756.55,3320.79
1231.41,6282.66,3022.97,4100.07
4012.1,1301.74,9105.84,8270.63
9882.66,3701.41,9021.45,1715.41
2933.57,340.8,7159.76,7907.27
3266.45,4737.23,7108.79,3829.66
6175.77,2904.03,607.04,933.58
1810.16,9243.57,9450.69,6335.04
5022.91,5786.13,3900.23,5690.29
7212.51,1082.28,6985.0,362.62
4436.12,389.51,3480.89,1291.17
8890.97,782.68,981.1,1286.0
3283.57,2209.65,6885.55,3290.72
6228.46,9499.06,3650.25,8320.05
6639.13,4069.2,9537.76,6283.57
1927.48,7012.59,7944.01,3298.18
9806.66,1290.91,894.51,266.25
3800.44,2158.16,5688.98,8806.35
5957.09,7395.8,2327.44,8520.97
3655.44,3916.94,1639.92,6186.8
7163.15,9062.34,768.09,9360.61
6473.22,1661.49,3316.6,6162.16
622.55,1566.08,6899.21,6166.32
370.69,1404.3,5661.08,8131.89
6419.44,1846.35,7606.25,6531.63
2406.62,9399.55,5269.0,8225.03
7722.77,9356.17,7619.71,3291.85
327.27,8190.95,4153.03,4987.13
3941.86,4005.05,1768.61,956.3
7606.49,6754.25,5285.85,5552.93
5988.35,1462.72,6644.79,9128.76
9171.5,2844.81,7292.49,9564.65
127.05,8472.49,4636.25,1760.95
5917.27,1972.47,5196.58,4578.79
