ATTR1,ATTR2,ATTR3,ATTR4
4.09,790.81,941.29,488.12
938.7,946.29,649.36,226.17
961.91,811.7,315.58,196.44
791.54,45.17,556.57,216.48
94.38,275.17,880.38,101.61
53.49,573.71,282.82,423.99
249.77,880.56,190.68,847.71
883.84,747.2,500.26,391.26
345.74,186.22,759.72,733.94
43.31,304.94,406.99,92.07
389.08,492.23,935.99,192.66
90.11,495.17,694.7,979.5
307.87,188.05,873.08,327.51
886.29,640.51,153.94,884.04
76.8,434.55,182.57,212.12
314.27,192.12,911.47,273.44
555.26,651.27,135.81,408.15
725.24,753.91,255.28,336.24
443.53,803.3,516.24,311.77
217.31,873.61,499.31,95.54
568.94,677.03,84.74,108.22
473.6,458.33,168.7,160.1
163.04,163.5,157.3,844.41
986.42,882.42,101.92,551.57
604.75,873.78,526.54,174.05
987.64,726.47,329.55,16.48
64.05,324.72,465.79,994.11
691.36,808.4,773.13,94.03
527.21,497.75,461.28,634.25
678.61,927.17,234.81,385.85
987.41,848.88,870.67,387.99
175.14,754.39,125.61,36.76
573.74,42.31,126.61,682.33
293.45,898.48,71.91,93.52
859.52,121.71,607.22,305.19
78.24,988.47,291.93,841.31
247.74,624.3,250.21,829.62
531.28,501.55,366.12,241.61
345.05,219.57,580.26,230.17
155.28,635.53,338.0,953.07
788.03,938.82,152.18,820.78
767.14,528.02,136.13,231.29
317.82,487.82,340.64,321.54
157.38,717.01,275.31,895.44
248.42,248.8,198.67,648.48
116.16,398.84,752.32,410.49
132.36,606.63,297.18,100.67
788.62,773.3,325.97,326.2
463.42,32.49,814.81,221.04
578.72,223.32,53.88,910.12
137.3,157.35,444.53,9.25
898.86,57.15,596.31,452.32
297.57,515.89,568.71,510.87
913.1,721.32,446.51,138.56
760.37,499.47,560.72,305.22
428.66,89.95,544.6,224.46
418.2,402.43,804.38,986.55
579.77,516.52,465.93,766.5
439.89,389.56,48.81,769.2
123.73,390.85,653.82,638.98
584.51,397.47,157.97,306.09
470.94,531.89,155.99,169.01
431.61,142.26,609.48,949.15
819.45,552.3,852.32,391.71
555.31,395.89,889.71,318.37
214.48,524.06,725.19,684.74
655.99,551.7,186.55,174.69
718.47,539.86,801.88,865.98
170.96,641.92,538.41,809.93
13.5,795.15,350.47,399.95
901.42,488.4,464.17,645.81
187.34,221.03,679.12,61.65
472.55,221.03,914.35,530.62
404.33,950.13,88.92,635.56
701.94,722.64,718.22,350.07
647.3,16.24,634.84,597.4
305.06,594.52,47.92,67.8
285.93,706.87,113.61,376.81
66.18,442.67,410.54,913.75
95.07,117.13,321.91,951.94
784.04,986.54,231.96,499.23
340.51,775.98,388.87,966.54
888.6,238.35,926.2,543.24
4.26,906.33,983.92,562.17
20.33,735.57,699.28,461.13
49.69,985.67,873.2,110.78
954.53,153.81,700.0,879.92
453.93,447.48,264.42,674.77
107.66,677.7,758.21,437.68
662.62,870.71,325.82,380.89
196.9,674.39,840.2,931.72
916.27,392.1,806.66,749.36
323.83,439.33,4.28,983.24
596.85,238.12,790.2,778.23
670.63,1.17,172.37,260.17
574.6,257.09,660.89,225.12
750.76,466.23,480.29,677.89
283.3,811.87,808.5,188.01
591.19,880.39,823.43,246.99
544.94,573.09,746.23,62.11
773.2,960.53,179.63,979.34
839.51,272.55,375.97,214.22
605.53,661.96,987.13,236.2
394.91,914.2,416.78,147.18
763.51,376.88,0.9,228.91
390.21,957.98,915.33,158.44
33.61,788.63,956.34,793.59
357.65,856.74,793.01,444.04
771.66,389.02,455.01,687.24
412.2,801.83,7.14,436.49
251.2,179.95,331.46,340.51
83.61,767.88,895.16,588.51
608.8,247.3,12.16,529.11
506.4,651.66,958.19,272.57
459.42,902.11,994.84,200.63
932.9,774.76,564.98,639.56
159.93,804.29,947.67,76.16
505.05,518.98,404.86,618.67
19.32,407.75,513.5,812.7
530.31,286.73,536.6,50.27
501.18,724.27,531.52,668.75
915.82,82.89,671.26,591.09
327.34,71.46,433.15,101.68
412.08,283.76,499.63,185.05
541.8,950.73,238.02,775.81
447.0,714.04,936.51,549.62
609.12,351.3,189.67,496.95
424.36,823.2,139.04,846.9
102.03,255.29,790.08,92.11
974.85,856.42,865.25,107.13
20.03,219.7,339.77,454.53
120.46,822.17,929.7,283.79
233.6,789.45,343.59,574.78
37.77,795.57,483.63,121.69
57.96,254.68,181.4,89.08
129.32,549.53,636.7,642.92
767.11,974.07,274.51,812.04
839.3,511.93,848.69,174.64
169.62,676.74,367.0,356.59
167.26,77.77,731.8,162.25
691.56,891.71,235.05,462.99
24.45,356.24,836.69,653.22
392.29,82.3,758.64,413.9
115.47,297.61,497.45,496.49
500.19,192.59,263.84,914.45
718.78,61.72,92.45,193.81
11.85,309.27,461.36,765.99
947.64,204.76,580.23,294.72
478.26,449.85,669.58,283.54
103.72,13.22,364.16,138.43
773.27,755.86,553.59,628.86
531.79,713.3,66.61,300.17
932.91,245.57,866.25,409.79
125.14,936.6,588.74,593.62
92.15,141.72,78.64,475.71
810.5,189.45,209.6,770.86
947.61,913.43,374.28,791.78
874.65,404.27,327.08,11.52
444.36,30.22,272.55,174.5
139.32,557.03,303.85,876.33
492.9,656.12,893.27,389.61
560.17,543.06,594.75,97.84
287.57,963.67,529.26,612.4
815.99,5.17,675.29,248.73
888.97,402.7,840.33,820.5
714.18,506.35,970.81,958.21
306.03,887.84,410.22,397.64
313.78,805.07,35.67,975.41
693.1,444.41,345.47,266.86
277.46,407.21,210.52,971.6
415.95,860.91,958.36,411.14
293.83,298.17,243.36,864.11
354.41,20.88,288.53,811.04
804.91,615.91,208.41,344.28
468.08,435.92,599.17,247.47
957.3,676.71,781.55,668.38
594.73,258.53,778.48,385.02
852.97,832.3,81.43,40.21
14.73,206.38,468.74,385.73
217.61,536.18,429.91,174.77
551.46,794.46,445.63,719.43
109.57,741.31,289.25,291.98
602.39,68.33,9.68,223.05
57.64,764.28,650.97,211.69
158.09,122.94,500.6,706.48
658.46,853.36,27.94,350.36
18.3,861.84,499.31,11.0
117.93,284.57,653.59,386.25
474.82,939.95,80.72,79.59
56.69,308.23,404.31,196.21
305.86,28.61,889.57,425.65
306.03,967.43,138.32,433.01
295.5,473.23,410.24,982.8
719.49,913.99,575.77,96.85
411.31,226.77,99.34,349.98
319.12,195.07,810.31,261.77
455.52,810.6,788.09,425.61
715.06,580.15,190.87,595.63
919.13,9.22,623.64,142.09
313.72,342.56,238.41,898.93
810.04,273.4,972.35,349.93
611.55,376.56,468.16,747.31
685.62,745.96,826.6,722.03
477.76,140.95,715.62,412.5
258.32,11.85,663.18,515.07
156.01,444.12,557.62,139.75
409.32,270.37,601.08,991.04
296.17,881.39,826.81,217.75
162.35,441.43,835.61,107.99
425.49,481.84,445.32,391.63
186.46,56.39,474.77,870.43
592.44,330.13,855.91,296.12
89.84,572.96,761.3,404.13
634.32,694.18,999.92,565.51
474.9,524.71,28.74,847.17
482.3,657.92,980.26,615.58
881.17,66.95,714.12,562.33
129.68,165.64,448.31,739.14
618.16,123.73,170.27,562.46
792.57,757.13,535.61,652.56
478.93,786.76,756.19,441.96
484.45,822.31,870.22,219.1
882.91,372.42,965.19,163.66
683.01,314.37,697.27,44.29
605.71,651.17,631.42,583.01
516.12,379.94,282.71,381.23
729.99,842.11,382.63,458.37
501.95,838.51,257.68,815.75
862.04,463.51,626.04,730.64
628.0,598.55,420.67,660.44
22.61,830.79,111.85,251.05
143.71,746.41,754.51,968.12
449.22,986.13,693.37,525.09
534.73,963.09,40.83,733.32
149.0,513.73,912.5,351.33
692.67,681.38,254.95,198.52
287.99,264.25,479.56,619.66
577.13,664.9,228.86,802.08
952.66,500.59,613.24,242.04
552.56,836.03,273.5,547.53
603.11,148.34,609.77,822.42
719.74,545.86,115.34,199.18
976.27,666.64,438.37,861.82
780.3,448.92,854.45,442.62
650.3,533.91,620.76,202.83
879.49,792.82,58.02,377.68
588.55,22.05,670.22,625.59
74.33,177.43,438.24,207.58
198.62,123.31,252.91,470.45
546.65,998.57,325.83,215.16
455.15,459.43,889.96,871.81
721.26,575.29,619.72,329.49
43.7,745.14,591.12,924.36
65.74,105.13,435.09,254.07
50.47,182.37,462.8,994.68
486.39,112.58,996.76,14.39
784.43,951.32,228.27,469.09
41.25,232.42,646.81,488.39
189.8,623.79,951.57,362.08
724.19,423.14,926.94,430.37
564.49,8.63,818.22,373.62
537.77,183.51,846.65,927.3
145.89,924.63,229.33,324.06
279.57,490.83,387.11,143.15
984.4,423.88,148.05,986.62
461.64,723.62,38.01,549.02
456.86,631.1,896.1,150.63
189.37,41.48,783.57,920.31
319.82,347.95,839.23,272.25
999.57,127.26,989.84,386.72
222.9,730.1,820.21,332.31
249.73,529.72,27.13,789.26
504.31,554.35,399.44,239.88
578.28,335.95,988.11,715.3
236.64,423.63,31.65,652.93
592.57,967.94,351.06,198.63
761.9,6.85,882.58,260.5
315.69,22.64,327.15,570.69
400.49,214.92,316.99,315.73
756.98,186.34,402.05,708.64
757.07,10.05,791.89,332.07
368.11,483.52,542.81,115.03
890.73,470.74,630.13,355.74
424.89,929.05,924.39,560.4
439.16,418.15,830.48,523.09
816.41,346.5,283.71,333.66
300.95,19.17,194.68,539.06
442.46,974.08,102.03,714.21
154.0,931.12,613.46,825.76
274.51,575.54,607.91,253.83
946.96,491.87,99.49,273.9
692.91,891.1,491.9,985.91
364.25,98.47,981.97,80.81
79.19,698.62,524.91,574.73
951.02,391.16,87.51,263.05
720.59,382.22,929.89,224.29
12.61,316.79,862.74,794.98
242.86,299.58,606.99,302.06
424.21,157.44,753.14,808.17
59.3,765.25,382.89,634.02
81.39,900.97,344.89,514.4
562.9,263.49,659.78,490.04
703.2,108.41,419.31,330.91
861.4,819.54,24.48,688.82
672.21,138.19,442.03,178.26
56.95,778.81,732.89,822.43
855.67,254.06,76.72,103.79
58.91,845.93,79.93,274.01
841.3,289.79,130.38,568.85
95.65,597.35,297.07,148.21
122.54,88.85,376.31,362.42
898.49,709.54,162.2,554.17
223.26,50.42,290.29,947.44
178.27,36.78,192.09,452.15
530.85,593.98,367.16,998.87
326.87,466.67,471.68,912.36
862.93,429.54,165.32,849.96
689.25,537.83,175.03,785.82
504.32,755.08,733.56,456.52
126.01,402.75,86.57,793.72
6.86,67.63,853.43,217.87
871.33,428.8,302.86,772.6
229.56,859.98,808.08,488.8
652.86,920.8,126.42,389.21
269.46,660.59,753.03,832.44
748.29,696.52,294.91,966.05
661.35,650.01,618.13,120.43
561.57,585.2,808.19,932.2
529.75,936.55,20.37,476.15
198.08,410.76,91.64,227.09
944.8,882.97,581.55,64.75
615.82,319.51,94.29,514.11
294.74,184.46,578.22,591.44
918.83,396.8,280.21,172.89
340.3,250.93,322.38,129.38
491.01,411.2,529.4,382.37
817.12,106.62,205.03,627.02
403.9,987.29,432.39,657.62
104.04,193.45,677.37,399.03
929.38,344.95,945.1,649.63
865.03,19.0,614.34,115.43
65.88,17.89,571.89,434.98
93.0,322.83,563.02,898.32
448.48,731.21,559.15,2.27
761.7,814.15,896.83,867.0
898.06,514.67,288.75,969.62
642.49,656.88,786.9,154.46
31.7,899.26,520.26,976.37
671.28,515.33,581.61,729.1
713.82,97.87,543.85,977.59
116.59,77.79,294.83,487.82
43.54,680.17,600.2,140.59
855.64,847.77,688.56,205.22
996.64,365.87,35.83,909.53
968.01,448.16,226.61,367.54
619.69,727.05,148.14,698.63
559.47,573.21,442.99,555.77
467.18,957.13,982.56,347.55
761.44,187.17,376.76,628.73
194.87,853.54,670.31,398.68
985.32,530.57,817.22,16.06
171.11,279.51,203.84,848.39
470.81,532.53,636.13,755.68
411.24,642.76,852.71,42.98
53.63,971.26,88.45,424.79
243.48,515.51,410.35,569.12
354.69,6.45,227.7,368.16
683.17,612.36,120.66,970.57
318.41,987.49,279.16,642.17
900.0,870.66,372.06,973.43
206.89,237.56,753.06,594.26
813.72,688.87,179.45,487.99
982.02,922.69,23.95,900.39
247.58,998.61,656.91,56.78
182.67,998.91,154.74,19.38
650.07,849.78,905.97,47.01
891.52,336.0,680.68,837.79
42.69,102.41,314.32,745.54
622.76,47.72,380.2,213.56
41.55,821.16,959.41,916.92
440.9,505.87,465.46,456.82
152.11,669.72,748.96,346.08
388.25,547.55,144.5,229.17
899.44,446.88,427.73,388.17
536.17,141.29,726.51,175.75
565.7,489.99,722.43,439.23
534.88,241.87,696.16,429.1
145.88,153.97,269.74,285.41
824.55,832.15,771.39,978.32
449.12,411.51,640.02,103.73
336.2,188.02,361.42,673.13
17.66,875.04,184.84,542.44
167.57,386.18,947.76,668.74
216.99,620.9,11.84,497.15
188.55,976.02,724.71,363.89
130.91,312.18,805.45,535.83
365.66,349.82,848.47,584.47
811.08,809.67,977.53,587.62
891.62,520.28,620.1,671.74
869.3,696.98,5.06,711.85
599.99,958.42,456.6,201.85
553.07,496.75,998.7,595.53
147.01,466.83,759.59,553.45
748.47,728.1,338.69,644.86
794.51,576.78,720.39,903.84
948.04,796.73,535.02,772.56
809.5,909.69,580.34,127.81
530.36,471.18,210.21,856.65
864.96,965.2,855.26,215.28
783.72,65.27,300.12,996.16
277.09,495.95,559.29,327.46
863.81,913.08,490.61,267.06
189.54,8.67,700.91,419.69
64.55,286.24,882.91,726.46
0.98,613.66,885.95,552.87
601.35,510.44,22.5,20.52
639.97,525.04,13.95,567.99
482.89,173.56,139.37,516.28
52.41,521.46,876.83,141.08
246.8,744.12,655.94,382.0
473.3,285.58,446.84,806.39
865.23,727.92,35.56,528.65
48.75,107.84,549.62,38.56
766.31,198.01,306.28,260.62
798.34,50.35,828.69,89.63
37.03,815.16,614.35,88.32
747.93,581.19,258.85,117.18
679.03,95.46,494.75,11.76
614.84,251.95,561.0,20.82
256.43,783.35,867.21,373.36
863.53,656.48,968.47,381.14
490.89,47.56,754.52,487.55
61.75,329.51,965.25,405.6
682.44,865.25,992.39,360.2
288.64,981.62,852.4,541.71
112.51,731.88,232.03,768.46
394.86,142.95,225.35,461.3
502.8,684.06,717.19,253.44
326.61,363.78,668.74,744.85
303.6,791.32,934.69,333.76
614.27,599.1,25.86,175.43
404.89,277.0,812.7,655.73
739.54,54.74,593.08,962.42
150.46,88.73,105.63,782.11
979.2,540.01,738.1,458.75
545.68,508.19,219.14,201.7
366.71,232.96,4.39,90.56
71.69,4.42,220.92,546.15
821.84,507.61,345.05,482.97
585.07,389.39,934.47,361.38
359.38,359.32,443.3,29.11
411.35,131.89,509.32,968.37
772.41,704.25,244.17,690.83
565.69,573.29,440.34,712.52
61.88,729.3,425.71,248.82
395.48,999.63,905.75,461.28
670.61,637.27,241.85,575.72
23.37,175.8,122.61,178.89
549.07,814.03,352.44,734.77
62.73,451.0,58.43,832.46
341.55,188.67,276.47,2.34
735.64,77.8,931.41,827.01
877.61,213.4,20.7,792.95
102.15,740.29,672.52,692.56
750.14,329.79,651.26,545.07
672.43,638.29,242.95,703.38
283.91,68.79,932.27,664.74
9.2,261.78,633.69,143.16
457.22,282.16,89.57,580.93
769.85,822.06,319.7,431.97
999.1,679.67,888.63,14.22
9.6,856.5,39.94,188.58
731.18,519.9,775.43,200.81
671.23,144.58,204.31,315.0
660.78,99.72,384.68,475.92
189.46,701.52,124.23,116.7
493.47,820.82,391.94,701.01
759.24,708.59,37.77,679.89
504.09,975.44,755.52,890.1
570.78,401.29,455.49,615.59
901.5,294.63,50.03,157.61
329.31,437.28,261.33,557.31
372.13,728.09,874.68,875.06
517.1,274.44,951.42,612.19
226.09,493.4,435.22,425.19
379.58,749.5,25.43,253.4
633.03,529.62,8.97,78.2
24.34,740.56,35.82,942.69
642.81,228.35,766.66,274.14
222.01,128.4,97.57,761.9
510.02,204.9,387.95,939.08
760.3,795.38,116.06,934.81
725.84,705.61,39.98,956.72
330.73,696.76,475.55,558.74
89.78,932.88,938.91,383.33
343.99,276.85,328.83,804.94
805.07,256.77,980.47,764.43
248.32,952.45,127.68,150.42
951.35,449.94,279.35,287.71
644.09,296.0,710.69,53.63
632.78,526.43,590.85,905.77
89.89,189.18,969.08,798.04
799.73,170.29,783.43,370.33
537.55,895.37,951.07,306.59
768.6,151.65,817.36,484.38
107.09,442.94,336.6,453.26
661.9,88.46,34.07,508.72
525.78,614.48,161.39,752.27
617.03,727.19,449.07,658.61
350.4,698.52,43.41,957.23
469.38,66.58,924.78,914.87
300.05,63.76,682.34,915.77
456.79,566.49,476.24,951.67
753.67,779.82,978.98,265.47
22.56,603.29,783.02,43.25
632.85,650.23,739.44,832.89
837.74,338.94,993.18,473.66
988.18,39.72,571.22,568.26
443.86,651.65,379.16,339.35
432.7,614.56,750.18,955.82
99.1,35.74,800.86,999.24
299.29,939.03,188.77,90.17
545.33,518.42,745.75,568.04
819.25,976.8,964.36,500.77
231.06,981.53,172.56,45.0
387.31,972.59,90.35,617.44
470.13,945.68,786.48,644.4
597.88,881.48,741.73,290.83
404.31,414.47,823.16,841.99
377.58,93.52,930.96,730.51
801.85,133.25,18.2,107.22
981.02,1.18,345.63,49.35
169.12,594.55,899.38,420.86
734.27,668.1,358.81,324.09
606.73,292.33,226.89,858.71
118.0,982.01,159.99,256.4
760.52,2.5,839.24,287.83
471.15,521.14,857.69,521.26
202.82,110.08,231.76,539.87
434.46,708.64,180.24,865.53
400.27,297.77,338.23,607.66
88.94,907.61,649.26,321.97
553.26,156.46,816.56,888.65
490.18,793.78,145.18,568.27
414.48,468.22,581.66,131.27
139.41,755.64,959.71,102.5
569.87,516.33,463.33,35.88
714.11,393.58,321.47,167.58
807.83,3.78,203.73,364.81
859.19,866.65,947.73,101.69
826.24,735.51,969.87,877.67
399.6,338.14,776.92,334.74
202.96,610.17,672.21,969.24
879.76,8.32,864.39,107.98
484.59,735.16,504.79,4.43
173.09,128.02,172.76,647.04
139.78,906.34,476.7,661.69
917.5,588.69,628.16,497.65
767.52,850.46,64.39,294.45
197.15,140.89,609.7,988.05
991.35,425.57,479.08,52.39
511.49,701.98,995.33,549.86
644.47,440.46,658.71,222.98
993.77,847.66,998.62,6.76
368.57,626.2,905.82,516.71
228.07,368.77,619.74,878.46
838.54,799.6,964.01,764.09
251.95,325.48,142.81,154.37
569.59,554.12,206.77,876.25
668.44,868.93,984.6,391.86
493.49,955.34,70.09,253.05
897.01,89.04,927.12,21.85
380.33,580.91,475.32,689.47
967.68,725.01,442.79,102.48
809.63,676.13,836.13,158.77
978.28,861.25,459.08,769.15
262.3,680.27,658.85,7.48
504.5,962.3,26.32,432.51
976.05,924.06,589.67,77.37
1.14,274.68,270.17,482.91
838.86,30.37,980.59,912.66
677.37,669.94,819.22,34.9
688.48,703.8,778.84,309.76
564.22,933.3,352.69,501.41
568.92,396.87,421.74,223.5
341.55,354.08,292.37,431.41
827.18,7.67,60.86,175.63
412.29,875.51,289.57,355.53
945.98,158.35,339.59,222.92
751.5,391.65,935.04,303.6
208.71,506.01,74.49,425.72
941.21,769.92,542.87,858.52
417.86,623.16,526.29,308.32
884.64,781.69,201.91,33.1
631.86,356.68,915.4,775.59
844.35,540.05,273.44,393.75
457.6,957.52,513.97,357.42
955.63,301.51,465.36,699.14
824.71,489.97,329.96,60.37
942.86,786.04,834.77,164.59
58.58,695.74,598.94,200.86
768.36,804.9,868.11,114.49
749.41,799.28,557.86,209.56
517.71,298.12,896.92,22.03
791.49,908.03,849.11,627.43
734.33,287.31,847.36,668.36
858.76,973.09,46.08,156.75
115.02,542.04,97.75,437.32
453.82,673.46,576.82,476.26
494.47,710.83,765.99,779.75
683.83,763.42,304.65,305.59
786.28,428.53,581.35,207.2
692.66,388.97,809.39,118.46
836.14,256.76,824.34,360.02
971.7,617.94,776.01,676.76
151.29,776.63,170.03,61.73
990.67,79.34,307.1,890.24
315.45,949.43,377.24,542.92
377.16,75.56,299.02,858.03
730.71,59.01,27.28,971.25
824.19,622.44,161.69,746.76
788.62,388.97,463.73,216.56
653.69,138.79,929.24,177.71
586.14,607.58,957.73,582.06
890.6,539.52,418.89,188.4
780.48,319.03,931.61,12.61
710.26,660.64,334.47,110.67
493.26,395.82,66.2,9.1
359.7,319.91,387.72,942.07
167.9,797.79,223.59,250.23
117.54,8.41,43.0,704.21
186.62,83.08,300.45,401.35
381.58,399.17,291.65,992.12
96.66,827.54,305.76,322.96
237.13,325.03,389.91,705.63
832.19,682.4,585.09,777.64
86.36,603.87,607.83,206.8
835.7,687.9,787.67,996.19
994.6,725.3,79.34,197.5
576.25,164.61,40.68,282.17
891.15,329.8,885.88,325.04
912.4,521.03,795.37,45.55
922.93,595.99,257.45,735.31
976.9,213.02,965.73,235.19
17.91,563.84,751.36,692.32
943.48,712.56,401.06,514.25
620.67,295.53,66.18,708.51
344.19,749.19,915.62,583.54
239.55,259.81,617.67,521.71
450.32,248.43,772.73,323.52
161.35,369.05,324.63,552.16
146.29,869.5,200.33,23.77
857.64,677.4,424.26,236.38
350.09,444.06,40.63,209.32
401.98,376.13,627.71,223.71
193.19,755.92,601.06,153.06
369.88,516.43,370.06,830.7
43.81,138.18,987.28,364.27
568.93,84.06,192.7,303.65
567.63,853.13,511.82,333.17
106.63,80.52,871.32,212.01
705.02,94.0,756.42,850.14
671.1,731.56,286.89,204.77
0.07,5.55,892.84,452.23
923.63,839.59,887.64,442.5
387.45,249.39,499.39,811.77
978.07,841.46,582.59,700.61
102.98,710.78,767.87,704.18
0.49,292.93,309.68,131.82
200.11,386.97,25.05,597.93
880.32,931.98,275.26,294.41
581.83,779.67,933.59,307.16
591.27,694.99,465.54,697.58
644.21,370.4,215.05,421.1
53.95,117.94,270.23,773.9
438.79,2.21,641.16,853.7
19.06,733.02,434.53,361.55
889.62,281.64,438.82,637.05
757.69,66.11,236.93,87.76
521.76,43.33,177.21,849.63
846.99,333.31,975.91,265.28
86.79,115.64,373.69,961.27
865.32,973.5,935.43,854.17
801.98,863.16,736.28,445.82
435.45,371.23,68.84,37.62
781.55,612.9,254.77,91.8
536.25,394.05,912.58,743.18
963.53,500.34,573.85,315.98
845.09,509.84,121.86,694.21
900.9,188.29,860.18,896.09
162.12,510.92,149.96,84.71
657.55,996.44,157.71,32.63
658.99,323.34,582.95,450.35
901.42,764.71,557.73,343.41
927.79,186.42,312.05,267.46
319.58,931.31,574.25,869.85
786.25,29.11,393.25,569.44
513.16,266.07,129.86,586.59
653.29,807.47,811.42,873.3
304.5,444.73,684.54,616.91
473.33,711.35,777.65,32.16
65.41,774.91,459.43,902.01
914.39,939.28,741.69,711.66
717.42,267.53,475.74,253.08
207.48,222.64,413.0,351.98
990.59,910.16,613.53,477.84
920.13,187.48,77.69,666.97
616.47,445.64,919.28,547.7
981.75,128.24,867.12,90.83
957.78,50.23,466.18,900.83
574.51,700.65,306.72,29.25
168.46,16.31,89.93,226.5
368.86,375.32,249.21,845.85
557.67,697.56,654.26,492.19
530.05,688.1,23.23,288.63
510.53,140.6,322.74,6.59
875.63,146.88,606.33,22.41
21.24,610.18,638.72,754.55
160.69,561.73,176.52,917.31
148.42,492.9,660.0,155.77
656.1,143.63,208.6,457.51
163.51,506.75,279.77,469.69
574.37,908.82,958.85,777.17
34.63,69.73,782.52,293.34
442.69,552.15,555.33,731.07
298.74,505.06,767.15,510.38
269.62,33.55,11.28,329.29
109.21,3.98,55.15,376.96
638.11,713.46,526.89,935.45
633.06,335.92,139.91,843.0
817.35,164.98,250.65,291.87
506.43,586.23,454.4,600.77
353.82,742.86,986.85,164.91
440.94,595.0,898.61,634.36
343.6,348.33,523.32,365.85
860.13,603.69,813.7,856.02
850.06,133.22,382.84,488.31
76.88,967.85,621.54,409.65
372.68,9.71,746.78,113.43
561.73,688.2,285.87,315.91
75.0,826.48,560.09,627.02
507.16,945.24,378.63,583.74
706.47,692.31,228.64,470.6
891.38,505.51,367.72,486.97
828.69,582.57,424.37,839.45
353.75,540.63,717.25,33.24
879.24,922.68,411.26,793.3
