ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20
27.93,352.39,809.37,908.23,622.32,772.79,633.21,195.54,334.34,438.88,387.55,183.71,934.67,59.96,178.39,786.18,915.19,251.65,859.23,838.18
412.36,412.45,866.08,210.65,15.57,338.71,138.64,38.91,45.0,777.58,884.75,293.57,38.65,701.26,952.83,404.31,542.22,501.18,997.08,207.33
102.28,185.43,375.4,643.52,477.19,615.0,605.57,320.9,336.32,97.6,125.61,984.77,522.83,95.76,199.38,518.2,501.94,578.92,612.84,708.92
322.68,568.68,715.12,860.61,149.22,698.57,45.42,112.79,905.29,94.69,415.59,400.37,133.18,892.74,213.86,719.37,184.91,999.87,256.35,51.58
53.71,578.37,591.3,337.63,640.47,840.06,797.05,587.6,796.44,713.8,920.23,333.87,748.67,777.57,441.6,900.84,656.4,79.38,117.41,84.35
239.53,684.78,248.86,85.13,958.73,888.12,647.14,483.98,259.81,592.3,331.49,413.15,995.34,495.9,381.24,439.58,704.72,684.14,404.37,887.91
373.24,713.13,118.65,179.4,148.11,22.83,315.58,767.42,839.64,199.45,207.4,208.82,678.55,395.14,506.78,308.89,855.64,154.6,279.85,21.61
381.15,42.19,976.16,295.65,152.54,929.25,728.52,15.5,848.81,830.29,958.11,965.29,81.68,880.04,286.27,923.14,614.15,330.37,260.11,320.72
646.88,201.98,772.82,772.13,676.73,13.77,12.05,447.06,437.12,288.93,613.17,836.1,136.43,817.16,591.72,321.97,131.83,704.88,649.04,212.62
29.12,691.27,457.99,211.94,292.98,537.68,458.05,735.92,819.8,547.68,877.76,935.86,389.76,88.02,345.14,502.01,307.78,106.01,418.16,534.9
795.88,78.6,178.17,210.05,610.79,904.89,985.46,51.09,508.34,156.35,913.66,55.53,977.68,229.93,87.16,341.03,187.19,27.23,990.7,514.92
561.24,969.33,226.13,498.86,182.75,361.89,777.54,72.8,627.86,352.75,272.28,382.92,107.43,870.39,836.58,810.78,476.25,917.56,614.59,161.92
331.14,153.5,850.82,380.24,471.61,683.2,914.21,540.97,999.48,829.15,835.6,342.35,909.13,471.8,3.54,71.73,41.7,454.68,817.71,472.32
142.61,470.79,73.67,268.44,826.16,52.38,525.22,462.4,264.94,714.77,570.82,739.61,635.64,50.06,582.47,887.94,597.92,404.12,414.08,808.02
502.11,374.26,856.08,50.14,715.26,705.68,71.07,893.6,740.34,574.04,850.95,210.75,994.92,569.07,933.09,129.81,854.69,359.78,777.45,699.05
732.38,529.72,385.09,237.27,295.96,796.07,309.58,255.56,950.78,113.5,641.88,375.81,708.82,435.62,245.25,21.28,206.47,750.29,362.85,492.69
503.87,869.21,5.71,218.02,247.23,40.12,252.87,773.77,764.47,501.71,104.33,610.01,581.12,932.35,200.22,578.23,583.14,836.15,117.93,204.11
344.69,730.46,949.05,937.11,499.67,346.52,540.16,759.0,104.19,951.98,185.89,133.92,937.71,11.45,540.49,450.65,293.72,536.92,838.1,43.95
720.83,378.52,845.39,502.32,260.95,450.3,269.47,531.94,574.01,877.71,222.86,416.1,912.88,699.47,384.78,632.42,838.09,954.19,263.02,841.02
131.62,199.39,250.1,870.85,915.39,787.34,873.98,847.11,954.52,432.86,285.75,349.16,971.21,904.71,595.9,3.89,244.5,165.66,796.68,715.45
832.29,856.21,573.58,988.08,989.97,87.7,273.36,71.01,713.51,768.17,173.43,819.02,812.26,987.58,326.55,482.73,173.91,272.71,346.6,455.72
315.56,937.82,608.65,135.23,115.49,867.21,361.64,795.28,162.47,131.18,203.63,334.43,921.19,907.19,137.02,646.05,787.96,93.73,424.76,81.8
765.49,698.58,171.11,634.56,642.9,893.94,256.06,467.35,599.97,157.24,212.67,439.15,941.04,149.46,238.69,38.57,468.88,739.22,390.33,162.3
907.58,484.7,856.05,239.76,403.08,289.32,750.42,573.84,542.19,428.44,997.65,545.69,160.33,700.44,237.83,687.72,589.43,604.68,913.48,766.4
389.98,168.21,397.95,899.26,665.59,745.06,761.97,788.15,854.18,907.4,55.27,238.84,572.35,78.16,621.53,173.24,272.51,34.92,771.04,832.38
957.41,672.8,755.87,525.64,11.07,852.05,317.71,81.26,244.19,644.37,925.16,785.29,496.18,166.06,768.26,899.49,89.51,792.38,349.16,38.81
307.45,613.02,956.82,871.49,721.14,971.99,691.09,232.01,231.11,583.97,636.7,37.11,252.37,917.09,754.7,426.16,752.6,415.48,360.9,119.67
725.59,653.04,960.58,37.23,268.61,15.07,627.0,522.22,685.92,311.03,554.69,73.61,571.2,844.16,414.59,881.64,714.0,907.31,352.38,303.95
997.09,158.38,637.64,221.32,488.89,412.62,895.49,270.52,832.02,3.97,301.05,855.75,135.27,585.36,116.34,875.26,885.71,139.33,754.15,871.44
444.77,634.76,418.91,857.58,97.87,713.48,470.32,211.33,842.73,294.8,618.28,535.46,674.3,174.6,187.25,116.37,421.32,117.3,116.91,736.89
867.61,484.78,736.48,198.79,156.38,982.39,368.01,10.51,403.55,103.76,398.29,105.69,271.08,440.03,403.49,245.34,427.96,758.2,533.69,692.21
133.4,424.87,667.88,428.08,224.27,637.93,378.74,965.12,184.06,629.61,432.16,864.91,562.41,334.6,450.63,231.46,904.31,300.63,746.55,439.94
705.29,449.1,561.33,280.28,606.21,588.51,446.12,701.31,914.25,94.76,379.33,952.81,82.52,647.39,565.98,318.06,348.01,640.99,67.1,69.48
826.74,644.16,461.84,796.73,896.22,325.45,168.25,284.56,283.41,681.35,347.66,0.94,243.25,477.55,439.84,804.44,127.22,601.87,762.23,75.82
174.61,607.38,557.75,830.06,650.11,64.73,81.41,68.61,89.65,393.38,553.76,61.89,758.49,320.83,757.64,618.1,682.58,118.03,573.11,341.84
561.01,276.63,980.85,480.73,400.39,871.99,59.29,466.83,22.46,114.59,353.11,77.01,118.67,857.26,906.78,592.84,207.87,469.63,255.93,997.72
518.21,296.74,750.13,425.84,721.68,691.4,668.09,14.37,385.72,45.01,54.1,509.62,798.99,348.82,932.82,782.53,316.6,906.15,64.56,970.62
508.83,719.39,6.18,665.41,657.86,823.06,79.7,422.57,452.57,867.71,380.5,800.26,149.27,820.58,716.81,193.93,857.31,982.5,262.19,174.38
621.46,700.56,766.81,410.39,226.91,585.06,77.5,866.17,662.82,891.91,616.42,779.0,799.96,162.79,168.41,441.51,718.58,536.54,377.48,9.11
42.48,821.2,875.91,114.79,336.15,252.96,44.67,824.39,428.73,248.2,542.91,533.5,450.97,612.34,362.29,920.77,992.11,344.72,672.28,812.22
202.21,536.39,708.19,461.77,900.74,286.48,87.22,479.2,965.15,212.7,226.83,389.58,26.42,994.96,796.19,904.88,326.67,81.51,139.73,582.62
496.49,88.49,678.86,391.68,631.16,838.5,24.02,915.36,275.34,35.41,182.39,13.03,469.9,704.44,868.35,981.47,967.72,616.35,940.9,944.1
728.79,72.59,302.43,113.46,389.33,898.09,277.41,985.02,770.48,337.96,86.96,55.1,279.33,884.64,437.73,242.18,719.65,272.29,841.16,777.25
518.35,431.24,544.24,422.29,189.23,887.29,782.16,139.56,738.05,703.44,752.17,706.96,698.32,336.25,588.54,646.49,755.0,843.83,831.25,374.03
7.07,642.71,201.08,443.35,258.04,346.15,200.23,445.05,501.64,415.53,468.25,48.63,102.94,733.36,177.75,590.03,23.78,48.98,606.92,101.18
975.01,809.46,822.81,367.68,119.44,307.02,980.29,854.72,468.89,341.18,249.44,172.92,154.78,48.53,999.02,830.15,205.49,33.61,670.56,26.91
389.81,252.28,856.05,475.26,472.93,862.29,4.35,50.28,875.77,264.68,126.65,849.37,631.52,253.13,103.67,496.03,63.81,943.55,906.24,469.57
797.29,425.43,222.32,306.7,150.1,175.7,153.34,466.56,113.53,415.96,794.18,799.05,565.21,700.03,830.78,268.96,392.7,848.2,299.84,569.29
432.29,507.67,870.83,8.33,199.73,885.53,108.96,607.14,497.24,83.82,221.11,907.26,34.12,182.36,422.78,48.81,996.78,920.38,16.51,651.13
828.01,256.37,146.22,956.49,704.11,276.32,746.15,474.04,82.59,672.28,324.48,627.95,509.26,746.56,371.3,548.13,720.11,17.63,361.51,341.18
391.77,748.51,245.38,285.48,489.9,143.27,734.53,918.58,578.06,813.4,453.96,843.94,725.81,108.41,490.05,241.07,735.17,326.19,999.42,222.0
628.46,575.28,940.42,980.85,180.6,884.52,107.76,71.66,473.48,901.12,550.32,587.91,21.72,65.62,547.91,786.16,8.53,258.03,245.08,385.67
324.3,348.58,382.7,82.6,670.26,110.6,659.26,533.19,507.53,695.25,42.91,894.2,308.77,188.34,737.18,908.52,662.82,555.26,774.02,300.51
838.72,411.51,246.65,157.38,121.04,422.2,627.6,504.27,495.58,187.05,165.93,31.59,812.15,436.68,53.98,579.11,499.65,249.67,183.95,379.27
447.94,88.78,508.23,966.55,755.93,57.31,420.3,279.42,70.09,429.12,692.11,910.37,649.27,528.7,686.26,944.17,530.82,756.77,900.11,577.79
363.34,493.69,189.1,774.8,927.13,799.93,472.16,228.65,3.34,392.48,701.92,301.07,186.15,102.52,371.15,808.08,488.34,513.92,590.16,355.37
741.49,355.96,985.24,693.98,61.49,112.11,31.08,759.32,691.62,166.4,320.13,819.24,355.06,293.18,606.11,158.53,182.98,221.03,763.22,387.14
65.19,220.98,994.98,92.68,108.2,740.22,164.35,262.01,717.98,272.08,442.54,662.15,928.06,614.57,423.13,677.76,794.1,920.79,724.14,318.5
849.29,289.6,555.66,991.61,846.35,430.44,123.03,368.02,803.92,240.49,774.39,673.5,419.21,525.51,654.08,944.89,947.27,654.45,950.8,784.18
950.82,589.89,603.22,947.03,501.15,87.1,540.49,726.03,909.16,308.99,133.82,783.12,842.17,9.64,880.63,217.34,317.84,456.19,518.22,673.44
11.31,965.44,374.28,121.43,252.8,349.91,847.78,302.93,896.95,243.22,480.41,691.9,314.71,345.33,863.14,59.59,437.17,354.47,359.73,939.64
934.52,905.11,810.15,90.89,53.84,278.41,727.0,683.23,655.57,821.29,978.97,835.06,851.07,155.03,588.73,142.35,78.36,760.31,725.08,933.09
190.32,412.56,640.61,617.74,551.02,834.76,668.14,359.06,393.94,996.4,356.14,152.67,460.23,74.96,514.56,619.45,67.96,894.22,48.44,238.01
123.34,651.11,333.24,228.73,598.72,620.43,43.65,779.84,705.23,835.15,814.38,569.8,161.51,220.02,543.16,578.62,559.42,832.74,932.6,500.29
870.06,773.08,763.41,342.77,258.99,195.29,699.13,571.4,609.82,552.23,496.63,683.47,724.74,267.63,859.99,754.17,91.46,297.88,127.53,807.1
545.07,605.42,785.97,967.44,687.98,243.91,458.42,395.87,242.8,457.0,129.81,49.2,867.97,437.37,168.91,331.05,999.95,184.0,933.13,158.45
559.64,989.81,454.91,936.86,616.75,974.68,977.75,962.01,144.36,868.15,836.6,997.96,577.98,932.03,900.77,176.94,340.24,789.95,964.09,72.94
212.32,118.32,603.23,876.24,883.74,530.75,498.59,218.09,499.97,938.74,984.64,959.91,395.21,16.95,632.83,485.32,128.95,152.89,885.53,695.74
227.89,535.24,910.75,365.63,639.59,726.41,372.38,494.14,933.88,32.5,141.75,92.14,215.02,135.58,874.17,484.97,182.1,17.82,176.54,699.75
70.12,900.49,714.47,389.15,729.04,433.75,614.88,483.28,231.68,832.22,414.02,29.8,885.2,478.98,812.66,545.54,495.13,546.19,373.91,733.93
955.19,408.5,631.01,556.0,215.91,502.91,770.71,989.54,851.48,860.9,788.1,600.11,833.49,344.98,657.05,395.27,990.67,25.98,721.33,935.4
819.62,278.51,230.26,24.51,769.15,751.79,576.29,839.68,192.88,132.99,889.9,479.47,424.38,347.14,577.33,74.01,159.95,187.46,274.88,417.0
530.75,266.4,216.6,274.12,286.89,70.61,404.28,849.72,80.52,707.78,154.69,142.9,316.0,745.74,61.61,471.53,202.45,724.95,290.27,856.65
678.47,806.6,256.09,392.87,225.93,887.87,141.15,59.4,484.11,866.78,469.05,313.45,476.72,639.1,231.12,716.17,943.82,872.35,279.43,36.43
377.85,377.83,164.87,859.23,625.91,458.36,71.82,420.96,883.56,315.12,276.05,997.98,463.35,299.83,816.85,591.24,28.87,840.09,712.6,546.29
644.22,784.74,835.99,406.63,984.04,595.38,91.45,544.87,451.33,674.91,442.52,629.61,35.92,956.22,547.26,719.7,849.24,296.38,68.5,830.45
872.93,549.9,689.79,464.73,875.4,293.35,265.74,323.05,952.72,759.65,955.26,450.41,352.4,77.17,201.77,169.35,870.69,605.77,932.91,759.52
838.96,955.81,478.69,295.11,307.53,555.38,230.17,749.44,446.17,86.36,314.99,604.33,760.04,231.84,28.56,626.55,920.32,102.43,436.61,462.23
894.92,453.74,640.35,298.55,812.03,685.08,690.96,180.64,248.96,356.87,717.38,500.31,278.98,671.01,808.11,831.09,84.18,934.38,189.21,778.79
317.67,955.81,321.01,558.14,5.97,551.28,132.09,417.15,315.95,635.19,709.96,138.85,124.37,7.6,714.78,730.42,838.86,958.94,22.33,266.98
587.43,589.6,747.5,392.25,424.03,36.3,713.84,403.05,491.2,627.26,130.62,282.95,670.28,795.44,995.63,884.18,908.27,181.55,240.72,766.8
32.23,168.33,113.8,826.37,693.79,161.17,362.55,960.31,464.76,374.65,992.91,901.49,158.38,494.33,661.42,597.18,520.38,310.02,180.18,731.71
228.79,531.21,595.58,117.7,224.96,469.56,456.3,292.33,477.23,229.36,362.18,509.09,359.66,424.66,551.78,586.64,502.53,838.64,554.56,302.91
344.51,728.68,134.29,546.16,836.56,390.21,515.13,122.36,149.86,56.55,321.51,214.42,846.13,236.46,756.52,185.55,873.86,644.74,508.5,290.13
199.16,357.56,324.36,297.97,419.45,50.12,2.19,331.2,111.39,791.72,557.23,82.47,249.2,695.63,864.11,13.96,478.88,832.75,177.78,677.19
146.08,108.84,492.96,894.54,156.63,568.92,382.64,477.57,854.0,180.71,255.42,846.43,409.59,270.45,227.99,668.36,973.11,470.22,235.07,878.87
153.09,671.36,293.62,491.2,256.51,108.44,230.29,816.38,304.37,107.6,190.72,371.78,293.8,104.14,753.05,497.3,633.77,867.09,893.16,659.82
376.96,378.96,213.07,919.77,851.93,207.8,108.76,68.39,415.18,223.29,422.46,928.07,162.82,651.4,154.66,817.54,104.55,67.13,588.3,239.96
42.07,843.36,412.63,39.59,629.35,414.12,70.28,414.04,538.84,791.49,782.42,797.86,278.17,193.86,843.57,423.59,243.3,32.74,400.82,717.65
164.56,631.16,320.34,140.14,645.13,294.1,809.41,87.18,813.93,360.75,946.74,956.99,532.99,890.16,591.13,904.7,357.7,947.54,846.1,252.84
112.28,131.52,420.89,30.65,208.01,732.12,395.54,335.76,601.5,44.82,259.94,279.7,267.84,529.42,672.01,559.87,429.79,369.63,637.18,68.1
215.4,857.54,374.04,766.88,986.6,900.79,569.8,112.79,568.75,58.02,253.54,841.91,6.5,53.62,439.38,148.55,343.26,817.55,127.83,215.26
520.76,741.8,359.27,354.4,66.71,527.5,451.24,708.5,363.1,585.64,611.97,346.52,398.36,370.09,373.24,988.0,8.51,125.94,210.26,441.68
70.77,981.0,610.34,335.48,561.09,275.16,637.8,107.4,484.53,189.28,88.85,336.4,854.11,359.44,826.57,150.92,918.78,991.99,998.56,600.57
183.12,767.55,284.78,903.07,174.71,929.51,81.1,742.94,658.71,25.14,769.09,269.87,464.86,558.64,362.63,277.88,379.18,165.01,333.72,881.84
306.27,118.87,719.29,797.71,351.04,602.43,702.47,72.25,271.67,920.13,425.98,771.81,637.81,869.68,832.99,345.0,747.74,355.69,834.76,653.16
53.27,92.2,223.38,592.47,428.08,28.21,423.37,299.87,912.29,571.2,292.55,886.54,293.07,351.07,776.7,545.0,960.97,880.69,898.22,95.88
902.57,356.11,737.46,922.82,320.01,845.95,755.39,613.02,34.78,387.21,549.98,751.3,650.75,52.07,564.6,532.45,782.97,134.39,682.44,364.21
643.05,650.83,432.66,95.57,73.76,418.89,287.85,511.21,443.46,771.42,274.39,399.71,648.02,65.29,131.82,440.11,343.92,648.95,304.74,494.42
357.46,716.47,220.37,293.73,585.02,523.94,531.89,768.79,370.2,719.25,759.42,925.09,727.24,913.94,176.2,297.02,183.7,826.58,747.87,100.44
216.53,277.55,432.18,869.73,690.46,977.37,426.66,639.89,706.18,480.92,218.55,124.13,858.9,338.64,533.72,955.76,117.25,446.15,1.37,176.36
813.17,197.63,248.48,959.93,227.0,947.71,894.31,24.76,858.76,511.91,420.23,525.91,32.28,539.01,935.12,875.2,624.89,209.32,973.99,296.81
988.09,780.76,710.43,511.06,573.12,726.9,761.41,562.29,689.41,425.99,180.68,826.04,772.66,666.91,964.65,289.51,853.33,631.97,660.51,479.64
767.89,597.37,270.48,223.78,828.66,433.02,421.93,906.86,794.18,724.84,2.11,64.93,814.75,471.69,563.33,868.48,351.13,533.88,933.28,609.76
87.72,261.66,244.24,851.66,625.29,628.37,922.28,417.79,894.63,934.12,67.55,615.51,604.21,954.38,641.67,912.44,360.13,423.25,908.99,699.44
391.87,162.72,757.41,774.79,617.85,980.26,638.42,476.88,585.07,826.57,870.19,889.57,950.28,320.82,138.99,269.25,629.43,146.14,861.08,944.88
362.96,921.89,820.95,366.5,433.93,716.03,498.56,215.84,331.99,794.58,234.81,718.76,485.47,413.53,287.9,328.35,783.45,606.94,254.57,778.36
106.63,827.06,276.11,971.88,857.53,22.66,13.41,164.36,920.58,650.32,397.49,243.37,235.55,499.94,159.98,764.54,421.9,744.43,578.73,879.85
380.47,958.68,626.27,308.47,405.47,925.77,867.34,176.6,637.06,964.88,393.42,596.33,843.41,714.6,122.24,347.23,501.78,638.56,408.57,558.98
107.83,527.3,361.32,970.83,832.37,250.28,409.07,206.94,817.55,866.47,64.44,279.2,778.45,63.37,197.03,987.69,167.43,281.05,98.68,607.81
960.98,320.97,959.99,411.23,330.53,306.27,207.59,570.15,180.92,500.04,735.91,804.5,46.95,315.16,632.75,360.38,797.48,255.21,73.05,63.96
525.75,58.37,724.22,216.62,138.67,39.62,320.3,525.25,758.9,537.88,611.24,359.97,62.24,666.68,195.4,936.6,164.96,552.63,443.86,681.46
511.43,771.22,24.93,658.29,383.47,785.26,781.31,208.45,55.07,208.57,135.49,984.52,401.23,871.89,328.74,738.0,819.75,420.12,147.46,396.32
209.63,340.56,880.77,640.05,543.05,658.65,596.52,852.63,916.59,951.4,703.95,368.53,618.74,535.58,795.37,764.03,596.57,23.39,855.59,673.31
673.75,503.7,104.92,379.63,201.17,159.24,538.1,527.18,530.84,267.97,909.87,858.55,688.17,230.56,848.11,594.91,116.7,273.65,965.52,205.51
981.38,572.57,222.62,709.1,463.82,83.75,944.34,649.64,444.31,163.11,561.58,777.19,343.92,225.46,607.67,264.96,616.97,243.9,485.62,284.92
505.29,761.57,762.01,264.53,850.92,253.28,977.19,86.96,907.35,13.59,596.99,952.01,968.93,630.44,371.03,546.1,79.58,463.55,200.75,485.43
537.16,758.85,168.02,574.98,141.09,575.98,704.56,938.29,569.65,407.25,848.12,464.37,39.34,957.55,200.41,407.89,777.62,189.58,745.48,528.93
202.88,454.05,400.33,718.92,173.14,124.59,681.28,61.65,357.72,992.96,596.19,185.79,156.21,920.16,154.11,275.11,576.25,300.4,707.82,685.61
203.22,43.86,414.91,245.17,104.86,505.18,923.95,511.09,329.86,664.26,962.88,805.48,48.14,422.97,168.22,601.73,723.76,945.16,462.92,191.28
663.34,474.48,485.75,30.42,712.61,102.92,526.3,593.14,715.16,373.43,853.73,73.49,780.19,581.32,822.02,544.75,194.77,559.31,57.57,631.87
992.52,686.57,681.97,193.96,919.72,997.0,980.75,420.12,314.3,253.85,252.3,963.72,652.24,959.17,230.14,548.63,9.02,81.27,537.5,304.68
782.53,895.19,341.23,273.62,640.99,745.75,574.52,689.64,181.67,444.79,774.89,499.55,439.81,451.16,838.29,234.79,118.94,174.94,426.54,918.18
466.58,219.44,311.46,350.56,270.31,414.43,465.57,434.51,742.57,973.2,14.32,557.56,767.55,46.14,978.7,732.93,383.93,795.17,355.82,896.82
562.06,868.33,112.7,843.89,527.48,444.07,528.27,676.61,681.58,28.39,190.69,707.1,758.26,400.93,736.87,623.19,182.09,400.29,517.05,791.78
65.33,175.04,988.98,406.33,476.15,23.85,690.19,300.47,58.93,257.98,253.81,632.88,324.53,465.21,192.84,743.88,288.67,143.01,502.77,434.25
701.34,22.69,645.22,164.01,515.81,245.34,101.21,182.53,365.94,725.14,613.22,87.76,43.29,260.06,697.77,253.98,828.9,351.71,898.37,78.31
409.52,522.0,251.53,378.48,500.49,441.7,475.91,271.15,84.78,558.44,59.68,260.53,31.28,328.92,631.66,712.26,556.87,158.94,300.4,101.53
840.69,751.94,807.2,315.58,510.45,408.77,165.42,828.5,539.85,249.16,946.26,812.07,487.27,858.47,617.87,118.1,678.36,462.06,64.17,499.95
766.04,744.82,651.23,339.47,186.26,112.9,829.16,36.58,0.0,19.53,648.38,766.1,87.82,683.26,213.93,643.98,451.67,407.0,895.0,799.45
39.98,869.78,79.48,764.36,348.1,378.52,959.74,326.79,955.64,354.95,20.92,390.8,798.74,612.9,42.26,241.69,488.04,977.82,659.49,898.41
285.36,514.41,845.9,0.55,459.77,480.54,337.72,561.08,466.62,523.74,36.27,699.21,233.46,603.87,462.87,807.8,565.98,529.25,140.26,750.91
675.58,835.13,865.73,735.0,694.45,9.25,968.23,558.21,606.91,885.66,111.81,917.9,465.96,148.78,182.71,993.74,930.31,911.98,982.71,609.03
688.29,297.26,201.18,822.63,524.51,145.75,41.89,141.21,379.82,15.56,499.79,938.16,206.12,202.21,299.28,871.1,182.5,157.68,945.75,109.88
291.44,999.89,585.41,821.86,855.55,13.23,663.01,638.53,493.12,474.13,744.83,26.22,101.56,102.91,551.59,901.86,374.43,85.64,217.41,828.12
740.94,82.68,878.87,540.31,166.91,179.2,103.12,649.55,648.03,26.65,636.43,315.29,441.3,180.8,4.95,239.56,356.54,810.35,928.85,758.61
327.59,301.53,679.07,451.05,320.99,972.78,137.82,479.18,215.44,353.45,625.16,695.59,818.14,494.8,890.8,874.66,230.32,926.52,584.06,385.32
1.15,572.06,765.19,860.03,155.39,262.12,373.13,994.35,714.79,688.89,799.43,499.79,71.25,103.28,122.76,824.44,615.02,99.08,398.25,522.58
953.46,815.67,473.98,343.51,759.7,528.62,119.28,677.72,600.08,482.3,902.3,303.94,953.23,948.6,407.76,648.44,729.52,431.51,21.34,96.56
72.82,694.69,559.35,79.76,410.34,7.82,248.0,260.44,552.23,484.41,436.21,257.57,136.84,309.69,609.41,314.49,519.21,446.25,510.6,42.78
160.93,68.02,804.09,548.58,675.17,123.79,822.11,107.66,760.65,120.08,98.69,906.08,408.86,797.77,836.17,14.84,878.28,424.69,789.39,234.76
120.22,821.91,70.09,898.3,985.29,257.56,38.47,451.83,957.77,848.99,100.37,357.08,883.39,952.19,249.95,136.23,771.59,798.71,315.65,640.87
778.65,80.19,453.16,30.43,168.9,9.08,400.91,76.29,799.41,453.46,907.55,557.75,416.53,123.66,180.24,932.21,312.56,749.36,847.59,614.59
418.41,958.1,125.66,240.2,566.23,517.58,139.2,404.58,708.52,146.43,949.86,993.93,642.17,737.61,894.59,828.86,137.03,911.93,487.0,141.85
943.87,768.09,552.63,600.51,628.63,460.82,250.56,736.37,797.57,394.77,243.86,349.74,911.42,834.38,462.11,421.63,372.27,596.53,747.38,688.69
219.21,780.9,630.9,969.96,146.98,819.81,909.54,589.22,386.02,416.08,740.63,155.24,259.39,871.8,320.09,583.97,865.72,578.59,937.97,679.36
201.18,728.07,987.9,849.81,288.96,72.53,150.89,341.94,569.96,739.71,774.81,739.79,54.5,642.82,735.68,27.56,630.51,587.41,307.35,669.58
731.43,93.15,664.94,864.89,863.19,402.82,701.43,810.09,117.57,266.38,933.15,61.16,905.52,278.35,669.3,505.26,432.18,460.95,637.5,41.59
179.59,620.24,492.14,592.01,845.61,323.64,553.65,943.36,416.73,414.07,143.69,564.97,640.66,531.14,919.9,798.5,83.19,268.57,716.78,698.5
435.57,631.01,398.19,355.71,741.85,408.59,980.98,917.31,199.84,700.97,405.6,148.8,376.97,748.78,455.42,704.48,559.65,269.55,63.27,747.41
199.96,412.42,459.27,785.57,650.13,325.32,710.9,66.54,731.03,356.6,956.2,706.48,232.58,25.35,115.53,189.48,195.52,995.99,147.72,520.91
120.1,437.67,172.08,23.75,793.92,357.83,749.89,66.28,320.36,385.78,919.08,731.53,789.86,155.18,257.28,255.17,274.08,576.57,370.68,638.28
38.36,900.45,296.09,293.32,184.67,513.48,676.49,303.1,691.76,913.4,337.6,88.55,206.07,163.03,326.02,241.09,492.8,233.98,599.21,289.41
678.14,950.88,337.12,623.8,322.75,360.79,889.75,880.41,760.1,996.55,717.09,347.4,748.43,380.55,501.93,782.12,772.48,592.33,29.04,142.44
202.32,610.24,591.41,712.22,560.07,605.38,625.21,642.3,373.62,666.58,213.8,241.55,654.66,106.31,228.61,907.69,573.59,161.27,880.73,378.88
