ATTR1,ATTR2,ATTR3,ATTR4
55.63,437.95,351.47,429.5
259.48,55.96,399.65,221.66
408.5,249.08,426.44,327.66
354.44,96.27,140.43,314.26
179.1,384.17,371.74,268.32
450.78,152.97,220.09,398.41
471.03,386.0,217.32,430.1
105.2,262.16,87.05,452.2
229.14,398.83,251.61,253.34
10.55,196.55,219.22,253.26
254.15,339.55,443.92,479.83
207.69,319.88,95.9,40.58
343.3,91.07,107.73,421.03
112.93,249.93,1.5,92.82
13.45,15.03,395.19,11.76
273.12,408.12,138.96,482.88
189.65,158.01,375.23,51.32
161.83,87.09,488.99,167.45
384.76,214.61,8.82,157.11
151.6,124.78,446.32,163.32
378.03,372.75,368.61,481.94
275.13,120.57,160.82,215.3
275.72,191.99,343.26,481.34
453.25,135.48,246.19,119.8
451.22,458.08,72.11,448.66
300.81,51.29,146.23,330.94
30.77,223.69,31.86,64.37
63.56,201.84,464.58,462.24
379.95,443.39,372.48,168.26
91.84,354.3,252.08,160.63
242.32,246.6,11.09,170.73
49.98,389.66,106.7,124.55
335.5,187.59,24.86,444.8
273.89,70.84,174.75,149.2
487.37,172.5,288.36,86.75
386.35,102.27,158.76,446.43
20.78,406.55,50.86,302.73
70.84,224.84,471.06,1.4
189.07,197.47,394.41,109.29
386.7,218.96,361.95,468.07
233.05,178.04,333.49,146.35
256.94,177.37,98.14,231.82
48.29,366.56,456.41,3.55
132.6,206.11,393.03,149.45
224.98,406.04,123.12,409.5
32.82,22.89,460.69,278.1
406.41,312.64,304.86,423.37
488.67,473.47,34.46,333.8
113.16,5.96,400.43,63.95
283.85,144.26,285.28,320.42
120.02,372.12,33.7,208.03
93.82,389.59,38.26,243.01
306.73,389.41,337.05,427.54
35.05,322.86,204.12,315.78
217.49,318.72,420.74,106.08
303.12,30.21,106.27,459.72
71.84,415.04,412.54,370.08
393.78,395.14,225.95,456.63
488.73,396.59,254.4,167.6
409.53,152.59,52.07,0.66
85.88,124.41,250.46,26.84
82.81,187.77,132.98,151.45
19.09,478.44,466.17,278.18
277.0,429.75,122.42,400.18
177.49,115.42,114.64,61.26
23.78,412.75,209.68,175.21
354.44,154.49,178.08,210.81
153.35,126.69,359.09,358.95
95.5,55.83,68.5,3.98
374.6,103.71,297.2,174.11
81.84,68.46,74.29,231.08
207.66,429.68,43.55,440.98
458.9,149.82,270.89,153.21
43.0,218.14,378.91,25.89
415.58,462.01,236.8,355.06
210.1,143.16,235.96,198.13
137.2,71.83,217.37,433.39
114.74,63.94,108.18,246.41
110.6,209.42,194.56,51.11
259.13,278.75,3.89,68.71
344.88,436.47,197.58,294.63
232.94,89.7,495.36,90.96
66.17,373.31,74.05,379.3
310.72,394.43,74.08,286.04
377.56,187.56,307.7,97.95
297.28,398.93,467.87,379.89
81.1,414.53,438.29,106.57
157.47,301.41,404.51,468.73
243.17,213.27,345.84,301.73
69.37,188.24,367.77,271.98
110.64,176.57,55.18,87.34
164.79,300.44,230.42,468.18
214.46,214.52,472.3,405.14
231.21,212.01,374.2,415.07
118.15,146.97,2.01,4.66
288.55,407.32,288.16,321.99
190.68,170.35,187.32,41.92
272.31,421.89,254.83,113.64
248.75,469.34,362.27,247.73
458.19,89.56,334.06,423.14
417.91,148.17,153.74,330.28
347.71,102.22,91.32,53.59
309.08,110.61,498.63,366.18
108.72,436.58,354.69,236.6
126.01,125.41,286.28,3.15
472.87,76.2,297.63,228.94
222.92,3.38,410.84,228.98
68.88,130.36,314.55,275.6
189.59,347.44,178.12,466.01
12.49,452.48,161.83,24.4
452.67,142.85,270.46,468.02
442.21,61.98,87.84,6.07
368.93,24.67,400.8,3.6
449.5,208.12,312.93,180.65
295.38,213.88,359.09,267.47
88.52,63.77,320.78,163.31
131.48,227.27,0.9,490.05
438.21,209.6,267.56,358.43
120.41,410.6,53.02,105.9
238.19,214.82,3.97,85.12
134.08,75.76,145.96,106.95
335.82,432.36,469.39,298.07
96.15,235.56,323.05,308.48
459.97,476.66,483.04,116.96
459.67,141.86,404.09,284.37
389.39,100.83,408.42,370.91
409.84,95.63,399.42,468.19
400.03,71.77,189.33,203.71
339.74,383.05,369.13,233.86
66.7,333.08,190.64,426.73
306.66,450.29,262.91,208.91
496.71,373.62,344.21,63.16
300.85,288.29,59.42,431.09
42.37,45.19,82.05,58.58
452.58,162.68,485.34,347.2
449.05,76.13,416.97,171.9
124.13,15.97,4.36,61.41
489.1,451.1,13.07,434.32
163.4,329.78,47.5,371.08
29.88,137.46,31.12,147.26
452.43,308.65,344.09,218.55
445.19,469.39,470.81,312.9
484.14,240.3,299.07,293.64
255.1,149.13,218.93,30.31
79.51,53.9,436.66,314.79
285.55,29.52,48.92,279.78
417.18,389.58,5.02,220.58
264.8,175.82,437.2,334.14
209.14,386.08,228.67,301.57
359.75,228.57,229.74,413.37
422.39,170.85,290.14,397.79
26.49,172.87,6.18,325.37
393.34,18.64,101.52,155.89
391.79,297.2,72.63,175.64
108.82,276.62,359.89,405.32
167.03,5.39,326.38,352.61
351.2,18.49,284.15,128.08
365.69,263.75,294.8,213.28
5.13,322.66,152.21,410.59
0.33,283.17,472.32,405.0
31.06,218.8,93.3,196.25
139.31,315.99,15.38,152.3
3.28,221.0,175.63,257.74
52.76,252.75,482.92,192.81
191.34,298.55,288.63,494.74
398.07,281.38,158.21,71.65
283.93,114.22,21.83,109.12
249.97,406.65,301.73,239.28
452.82,297.45,29.1,361.46
89.84,169.31,187.86,187.55
176.62,482.64,397.9,492.21
284.06,316.57,316.86,458.07
357.25,354.63,157.71,46.77
434.76,469.75,257.74,275.16
356.1,207.99,3.94,325.62
198.98,360.56,252.15,395.72
451.36,92.37,461.76,434.03
185.08,494.79,179.21,255.46
9.65,37.44,341.85,95.06
266.59,15.13,499.83,348.69
229.64,345.55,222.48,53.46
392.89,391.22,75.02,182.71
450.01,415.7,99.17,37.88
477.8,117.89,459.82,96.73
60.77,410.05,115.76,346.16
421.51,51.24,439.19,60.55
457.24,328.39,433.52,337.41
340.06,406.55,226.46,183.94
48.32,292.16,287.65,362.63
18.0,73.91,222.77,359.78
229.32,408.36,262.37,497.57
301.35,226.91,285.15,477.8
153.58,492.3,175.35,4.96
290.12,13.06,442.24,135.27
138.05,99.29,84.26,195.67
82.86,259.49,433.91,246.97
29.93,292.57,355.88,299.45
99.76,295.34,452.49,432.33
134.35,202.07,325.4,494.28
154.52,30.41,62.98,303.14
200.22,4.5,427.52,248.21
459.17,390.09,274.86,132.23
254.06,7.23,29.05,427.24
321.12,74.63,477.96,341.93
118.65,125.07,308.61,320.31
341.78,56.19,302.21,181.74
65.38,146.43,305.45,245.55
482.87,326.18,469.04,105.88
430.7,473.78,363.31,238.65
337.63,384.12,179.47,484.38
299.47,101.89,480.81,303.33
105.45,213.34,459.85,123.31
437.81,401.38,448.97,186.09
45.23,251.55,77.73,271.35
106.77,21.98,226.9,162.86
48.1,334.54,370.42,140.52
367.07,72.4,120.12,97.73
219.66,417.71,236.16,401.92
219.66,92.93,302.71,201.22
57.01,484.79,249.85,49.88
60.16,351.02,33.82,77.08
220.51,16.15,92.38,321.81
282.87,263.45,291.01,453.06
259.07,144.45,414.39,211.2
490.74,167.4,165.95,486.97
163.36,456.16,321.39,261.87
209.24,428.0,180.29,388.73
456.07,383.83,199.5,54.62
395.36,492.24,433.88,424.5
177.63,435.88,177.76,297.51
316.14,79.79,251.79,336.42
223.69,430.46,306.78,96.29
248.82,443.12,336.62,249.74
306.87,70.43,431.64,209.42
82.8,233.91,157.48,462.66
356.28,16.89,13.83,17.67
9.19,463.36,316.75,180.17
399.46,40.99,432.88,453.33
164.81,220.4,380.28,409.23
351.04,376.59,130.48,383.32
264.58,243.26,243.73,372.76
286.3,210.37,333.83,227.47
395.23,268.72,93.75,318.12
380.56,205.79,71.4,136.9
307.17,347.41,47.45,240.81
459.62,29.89,206.64,294.6
44.32,410.98,60.85,348.97
248.29,317.95,156.82,100.87
99.57,72.51,169.5,207.0
416.81,18.05,50.73,36.75
427.67,485.32,309.32,4.66
441.29,493.27,370.65,61.52
314.66,41.71,25.8,492.61
389.73,426.29,31.71,438.81
350.16,353.16,454.38,273.03
441.43,307.05,115.93,181.33
267.99,417.46,299.4,103.21
43.17,62.17,395.89,185.46
45.2,65.89,197.61,191.74
358.82,75.6,203.24,97.52
98.03,299.43,435.99,317.15
202.07,320.79,157.36,241.76
387.13,68.92,383.82,34.27
141.79,423.09,179.61,283.74
166.95,81.29,242.08,475.57
374.48,207.62,374.36,131.51
334.95,155.12,483.02,156.1
101.17,66.61,279.17,192.22
472.68,111.97,47.42,96.35
126.47,311.47,228.02,458.38
159.37,463.68,78.16,270.35
448.52,445.5,414.33,301.32
30.18,348.87,381.6,459.75
247.53,485.05,156.94,37.37
198.19,383.01,75.44,431.32
459.53,467.25,405.04,365.22
23.06,243.77,30.99,343.81
491.54,108.9,485.16,215.59
319.62,428.17,365.38,40.39
175.31,233.4,486.96,384.2
65.05,195.83,493.72,312.12
17.47,134.67,420.57,169.52
129.9,14.96,173.56,411.1
348.18,226.18,47.61,288.68
426.93,469.89,114.12,76.03
410.71,202.98,289.34,330.0
461.63,1.19,78.69,430.89
238.09,433.4,422.42,22.84
340.6,425.01,221.55,146.36
63.83,226.24,117.57,328.03
107.52,60.21,472.54,152.27
76.14,234.58,420.38,22.49
284.61,97.11,136.41,241.18
166.21,47.79,357.77,324.62
119.3,321.19,330.89,399.6
112.32,446.98,106.81,349.4
58.12,86.01,116.46,494.34
382.15,304.57,410.13,408.21
352.68,108.62,89.17,389.99
328.84,116.26,344.35,35.18
477.61,221.76,69.15,139.54
141.26,70.48,407.86,143.95
202.13,196.53,170.71,473.27
323.01,446.48,172.72,322.35
57.28,459.48,88.77,311.75
274.48,378.81,7.08,390.21
341.04,489.93,225.22,171.45
67.87,215.05,390.87,216.59
36.06,242.83,149.09,441.11
475.76,85.73,385.11,217.79
133.27,323.8,286.87,22.1
243.2,347.03,450.0,307.24
276.5,483.27,409.52,10.92
296.03,364.75,464.76,298.92
149.68,260.53,230.79,253.18
313.13,327.05,176.21,250.96
486.5,445.83,432.43,456.06
288.66,9.3,125.31,16.36
421.69,264.13,226.24,430.01
270.93,461.3,316.79,440.15
92.0,130.47,395.85,405.04
420.52,381.14,313.58,393.78
13.71,362.82,292.3,499.53
491.48,91.2,269.96,310.81
72.91,420.12,499.09,456.14
208.97,211.83,115.94,162.94
246.63,58.23,273.77,218.9
409.68,56.36,166.33,208.29
276.07,138.04,38.21,390.21
394.04,183.23,109.11,235.89
362.89,453.41,481.12,419.29
480.24,332.2,336.12,380.39
186.29,437.77,330.22,276.42
48.57,159.77,287.11,416.4
186.94,165.57,152.5,28.56
233.45,246.39,25.91,5.23
300.58,313.45,68.01,145.98
44.94,422.32,429.7,176.05
383.54,341.53,33.21,491.01
260.48,278.67,312.83,121.48
52.48,12.72,82.58,31.21
227.46,102.82,178.36,49.38
274.01,253.77,239.84,351.76
63.46,94.06,74.56,265.99
234.37,409.13,124.1,470.61
20.29,134.48,393.28,99.99
425.08,392.96,302.44,163.2
397.81,310.58,19.07,338.21
297.93,204.91,450.83,462.23
23.21,307.56,101.92,49.35
322.2,421.12,191.41,258.19
184.87,80.64,485.65,248.81
277.45,79.15,399.36,136.8
140.33,270.67,467.0,213.28
109.5,491.15,371.43,301.59
414.79,245.82,134.79,419.92
2.16,407.74,497.12,356.61
130.43,111.08,436.57,22.84
47.24,271.83,376.73,103.59
223.66,60.6,479.3,157.66
360.95,409.79,351.79,309.93
266.62,239.65,259.36,390.84
82.31,484.77,451.13,406.96
382.05,213.08,0.7,5.68
492.3,218.84,467.27,246.23
283.72,176.99,307.57,474.27
257.66,161.76,145.56,339.11
64.86,24.68,212.22,370.24
55.3,24.49,128.83,147.46
36.91,130.35,79.92,219.29
316.64,207.38,269.3,131.74
74.35,215.11,434.25,56.87
28.2,22.81,203.75,320.93
207.45,373.68,68.06,339.63
334.09,325.46,277.54,398.09
460.59,75.32,110.91,319.42
38.65,259.26,340.04,11.36
29.03,341.76,40.16,141.3
130.96,3.01,316.09,413.94
335.53,360.74,34.28,138.54
65.46,143.26,256.18,311.54
336.58,342.71,496.16,120.22
351.17,301.68,104.84,18.05
205.87,484.24,108.55,349.42
152.86,292.05,420.37,45.5
247.45,313.4,249.19,356.09
194.73,350.47,270.91,291.28
239.37,459.0,489.32,67.51
139.8,462.25,162.78,132.55
183.67,330.76,406.74,473.37
265.29,38.4,380.23,392.41
140.86,21.67,441.97,375.36
302.41,479.85,151.1,92.55
391.96,86.46,30.58,238.19
32.86,133.23,255.01,462.57
111.29,299.52,429.73,407.91
371.81,274.98,58.13,430.17
229.67,435.29,191.1,403.18
32.76,25.5,26.56,433.91
56.0,310.19,35.79,318.25
479.47,58.99,240.86,290.56
345.94,489.23,457.79,145.14
449.64,487.49,405.24,126.72
353.16,402.04,190.43,173.03
356.49,490.35,450.56,78.87
431.68,378.08,93.34,340.83
76.59,205.75,142.15,477.1
83.22,307.49,84.76,471.05
221.87,166.15,491.89,57.95
382.3,107.67,427.34,317.2
411.52,380.1,68.39,137.79
483.26,9.32,57.43,137.37
115.88,39.57,194.11,100.82
149.57,45.65,225.32,47.09
17.68,3.49,27.43,351.62
333.89,494.44,367.29,71.45
427.84,262.82,430.39,293.02
94.56,165.52,445.85,180.99
442.29,393.77,46.69,39.3
96.02,392.12,198.18,77.58
14.82,259.39,288.56,399.86
499.1,437.96,210.13,454.94
242.41,473.31,474.04,154.34
91.44,147.31,443.3,216.5
281.37,97.08,70.23,185.47
410.81,173.49,450.67,417.51
343.22,317.43,417.06,116.09
12.51,240.07,460.24,159.55
261.78,291.11,474.76,61.36
131.13,442.89,310.15,188.88
493.58,314.32,122.91,42.27
61.8,339.31,338.88,458.24
309.45,225.52,393.36,446.75
109.51,306.92,281.2,260.63
134.07,216.12,381.42,33.98
437.95,489.95,100.4,387.3
199.15,21.85,75.96,265.49
361.0,222.21,314.89,88.53
370.03,65.63,1.86,177.52
381.74,209.22,225.19,310.64
98.35,393.26,97.15,31.73
58.2,402.13,106.38,418.35
256.06,39.27,11.46,229.36
137.33,343.23,154.25,382.35
235.37,263.43,199.69,269.44
77.5,355.26,0.35,424.46
314.3,141.18,295.14,292.59
45.83,325.53,439.86,220.0
48.2,172.74,213.39,71.11
396.73,270.79,98.98,137.76
261.05,80.45,466.93,206.23
407.97,331.22,369.88,44.71
315.07,107.2,399.84,378.99
198.18,232.39,463.6,279.78
234.74,293.05,486.11,483.61
245.27,97.13,492.45,324.51
236.58,410.73,402.2,75.91
472.82,318.43,200.28,360.52
223.14,20.12,0.77,33.24
157.65,83.23,348.35,301.13
137.37,473.97,12.25,194.39
180.47,52.18,317.03,414.08
253.68,34.67,403.92,424.51
102.03,347.6,482.8,446.8
432.07,312.9,440.65,436.47
74.72,119.3,14.5,405.58
453.1,79.43,121.95,348.24
241.66,5.32,262.28,305.6
26.48,453.4,408.62,461.82
111.89,432.24,225.56,64.54
85.79,381.91,379.43,400.86
365.83,424.42,108.52,45.1
211.08,44.83,42.24,413.08
278.21,116.45,475.39,97.28
189.42,236.67,56.5,29.62
475.76,462.91,189.33,347.64
104.47,239.11,434.39,400.71
73.06,303.61,294.21,387.65
398.65,132.44,173.24,402.66
9.37,337.27,416.69,109.96
217.82,480.02,363.11,188.15
349.86,310.92,186.19,92.24
377.48,223.87,296.6,130.67
111.02,17.71,331.61,489.5
163.55,20.07,256.33,390.42
60.03,461.42,148.67,489.27
461.75,383.56,144.34,339.18
372.38,306.85,155.69,404.12
186.83,46.7,24.86,399.25
352.91,66.29,238.63,106.52
245.45,189.04,276.72,336.94
494.75,169.95,398.19,136.42
331.36,492.78,365.92,181.7
38.04,28.49,141.73,147.63
220.91,279.08,25.25,223.98
412.58,287.2,481.04,334.03
476.33,457.13,172.96,446.54
244.48,387.68,276.69,55.76
426.03,106.02,342.75,204.01
306.39,259.12,459.23,152.5
289.85,480.39,66.09,199.86
234.78,374.51,240.5,41.51
4.47,414.63,73.01,432.32
419.59,127.43,418.45,56.41
141.91,301.99,308.85,338.2
240.4,213.29,499.7,347.16
457.09,227.05,184.49,283.27
436.39,247.67,230.61,61.68
329.86,335.69,413.1,33.14
13.21,287.82,466.14,447.83
394.43,106.86,160.74,19.82
366.76,182.48,230.96,129.98
302.34,63.5,252.12,71.9
91.59,411.02,189.86,153.6
308.75,56.04,230.68,309.73
8.46,263.41,265.42,94.54
8.83,215.25,116.7,338.89
488.04,472.47,180.14,483.96
311.32,45.24,360.35,224.71
176.04,373.11,223.66,459.68
237.22,358.52,17.21,255.9
26.19,464.86,7.23,94.75
343.82,324.57,79.78,348.68
227.26,228.19,390.95,476.86
296.07,498.46,239.19,27.18
170.58,211.86,2.33,166.62
131.4,9.44,136.98,336.09
424.1,55.55,296.5,452.09
434.6,134.26,260.79,85.28
446.33,286.11,456.75,297.47
26.91,9.84,281.6,324.55
207.71,216.99,485.05,9.24
56.4,321.73,369.01,2.63
375.02,220.12,248.3,464.24
468.0,448.63,309.69,420.09
338.38,119.28,199.61,383.73
46.55,467.11,140.72,276.33
142.9,220.31,173.73,498.32
325.53,44.34,316.03,260.95
94.29,295.21,46.33,202.99
38.38,396.0,460.69,70.56
389.66,157.24,217.05,434.36
268.64,415.06,254.15,259.37
387.44,295.94,59.77,59.08
348.05,462.8,315.57,282.42
223.06,297.79,337.88,134.97
32.85,299.8,351.1,214.19
173.29,170.28,166.01,24.12
323.92,61.47,109.77,341.36
419.2,18.94,78.78,314.4
352.08,497.2,374.1,463.3
432.44,85.52,107.94,460.43
170.25,223.25,141.94,43.69
422.69,290.32,125.98,219.62
483.34,356.08,106.42,173.18
200.69,382.65,176.08,386.11
291.02,67.84,129.18,267.1
364.64,259.15,148.04,25.89
427.0,223.59,294.01,258.93
97.24,386.18,241.14,44.24
351.37,186.9,456.45,45.37
222.0,287.13,114.24,274.53
130.81,462.62,123.99,296.48
426.54,365.56,495.12,70.08
297.48,50.27,342.66,145.76
318.89,76.44,435.71,31.54
401.72,171.15,456.78,379.86
385.68,70.84,394.09,230.26
397.54,239.15,498.14,252.14
201.22,204.96,332.84,466.39
365.32,200.89,187.59,255.75
469.91,391.29,99.54,305.75
274.95,4.23,460.33,10.65
101.08,144.68,122.18,350.65
211.36,31.29,34.5,145.66
287.66,395.3,195.02,219.66
481.91,109.56,160.01,491.48
238.06,235.29,444.78,402.51
64.96,107.0,201.99,60.41
195.59,162.07,394.62,87.0
284.95,102.35,93.25,416.2
464.77,449.67,195.72,334.14
396.99,396.28,26.72,262.04
412.45,447.27,138.77,229.2
438.99,68.34,375.92,233.1
119.55,248.27,279.76,79.69
388.52,294.35,28.87,191.32
437.27,284.79,220.62,471.23
134.44,23.61,448.53,383.41
471.34,66.64,211.18,303.95
173.25,23.06,281.37,73.7
154.53,37.18,295.8,257.15
285.16,221.55,297.41,402.03
29.95,13.97,36.86,222.43
166.72,441.7,272.24,87.35
23.1,167.14,161.33,122.85
352.11,132.58,418.81,139.19
335.31,255.09,34.99,178.14
52.2,236.41,268.45,392.37
200.39,382.27,252.45,36.97
105.54,244.46,84.08,359.0
231.41,434.68,387.4,210.42
400.31,280.18,358.14,485.88
127.77,435.85,14.28,482.43
249.43,169.03,200.12,477.51
255.14,428.06,314.45,207.74
183.16,213.2,370.31,420.48
72.91,441.74,417.76,381.6
324.08,143.69,213.29,96.85
51.3,23.66,372.33,260.53
477.05,204.7,160.75,194.87
103.07,217.45,63.81,160.53
9.4,381.76,393.76,194.99
470.98,468.05,327.21,330.84
250.81,461.75,470.16,258.89
358.75,317.34,303.78,327.99
399.79,424.55,188.4,370.53
363.2,447.5,484.34,86.87
126.76,207.42,144.06,289.37
174.88,138.82,33.1,378.89
250.81,52.18,363.74,98.0
129.29,482.43,446.26,5.56
130.51,139.29,239.11,333.19
283.25,188.76,261.21,5.57
237.58,267.34,221.12,9.85
170.24,417.78,286.91,28.91
330.0,475.05,110.94,313.08
24.97,3.81,376.59,408.48
108.16,295.11,411.12,119.19
43.94,159.82,489.23,355.44
468.27,56.64,309.75,126.13
359.63,372.14,346.37,148.79
490.43,146.51,468.93,461.86
250.77,268.93,478.97,246.37
360.73,18.14,322.55,53.68
56.21,56.81,419.25,452.38
24.32,12.76,185.49,164.47
346.23,454.27,303.2,26.81
318.72,155.62,36.89,400.35
444.07,320.13,424.34,455.93
433.41,278.51,139.55,230.06
340.47,104.92,424.21,452.86
354.1,28.74,223.74,426.59
140.35,326.39,220.91,436.37
397.77,341.8,488.17,438.28
373.31,456.06,418.17,193.43
7.85,13.59,498.8,71.03
50.89,479.85,122.91,358.29
210.75,468.4,64.75,471.8
366.34,461.74,44.22,69.78
227.8,29.86,277.95,381.23
200.54,59.45,223.1,288.73
223.92,114.6,84.71,364.3
432.76,74.23,227.9,412.78
150.58,482.84,36.85,112.0
349.57,396.31,143.88,423.39
352.16,348.77,56.24,305.2
222.68,24.09,307.99,323.65
322.17,296.42,467.2,197.84
352.61,139.85,146.32,488.73
425.36,209.2,168.59,44.37
444.22,173.71,192.25,408.66
155.72,221.07,253.02,453.72
151.5,207.87,26.57,35.71
157.89,35.73,365.4,254.42
421.43,325.88,427.95,273.7
338.67,294.32,6.47,253.1
63.18,369.17,367.8,97.73
65.9,454.1,54.68,145.37
208.11,485.36,133.49,430.65
444.01,103.65,146.04,431.59
146.35,437.95,302.83,373.67
433.77,2.8,246.61,229.16
222.36,446.67,405.06,478.04
24.0,33.32,412.76,266.35
111.89,341.03,475.8,174.74
23.42,340.19,156.11,375.56
329.71,268.2,458.01,162.92
416.72,438.35,125.82,394.71
257.36,366.0,119.47,57.77
296.59,0.81,45.83,95.6
481.06,364.57,347.47,22.68
179.82,468.79,161.88,77.25
9.51,396.59,488.61,126.67
74.6,214.71,422.61,329.95
50.86,237.3,22.29,53.31
202.81,9.56,282.74,416.28
436.03,261.84,241.02,282.6
321.54,117.4,343.54,420.27
186.95,368.57,256.54,300.89
399.46,388.57,421.83,471.87
171.39,257.48,315.52,232.63
330.57,191.52,345.39,64.04
314.42,356.5,34.75,317.83
326.23,458.33,473.42,394.55
225.24,19.22,43.34,232.41
265.17,390.43,477.7,347.12
38.18,465.94,9.58,226.63
336.01,142.22,359.65,495.24
395.88,482.5,394.62,261.33
426.22,370.25,228.93,338.09
293.41,409.33,387.73,111.58
124.84,440.21,390.96,364.98
386.37,236.63,262.35,306.38
236.0,254.95,50.66,11.13
440.02,169.67,283.92,395.05
51.91,486.61,371.32,115.67
145.74,7.63,468.19,323.31
178.72,341.82,433.18,499.41
54.3,380.37,219.02,263.87
380.8,152.89,159.79,494.88
330.9,113.86,2.03,312.29
494.35,102.78,28.88,400.27
186.77,424.87,460.05,319.69
372.34,450.22,223.33,474.85
392.02,113.59,447.79,150.01
163.02,343.63,350.11,230.3
254.41,314.3,289.77,267.11
227.43,104.24,256.0,161.2
304.84,487.88,212.05,330.49
477.2,194.23,414.1,313.57
191.88,336.1,92.95,270.74
317.56,396.36,4.34,101.69
291.76,330.71,265.41,450.9
489.71,322.46,113.9,134.85
37.58,64.94,466.05,389.99
323.85,90.95,468.63,347.77
257.49,452.93,246.25,130.55
366.06,68.72,210.43,284.39
6.37,492.39,37.15,276.53
302.75,327.3,85.57,237.36
51.19,177.21,393.35,481.27
161.8,73.18,62.34,446.72
319.89,38.91,114.67,311.66
457.56,183.51,406.36,398.88
103.05,42.27,22.08,345.02
343.17,258.14,471.49,247.69
351.07,212.38,134.52,345.95
164.25,190.04,16.8,334.13
244.69,89.81,331.35,391.11
201.91,143.18,496.05,147.9
147.22,416.49,176.25,15.07
404.92,337.22,333.92,480.13
429.6,241.7,107.09,392.76
321.49,256.12,235.14,28.82
372.41,483.26,366.13,402.29
84.65,188.43,368.36,339.47
35.12,225.26,474.33,185.22
65.45,332.67,441.07,387.84
102.34,28.42,139.36,209.55
218.37,319.19,185.03,319.44
286.85,125.53,406.76,302.89
306.87,387.85,104.97,170.4
55.79,115.09,172.18,460.16
436.77,404.94,304.58,387.31
138.23,227.27,420.73,111.17
99.07,439.06,54.77,3.55
158.22,297.68,113.28,109.73
420.14,467.81,232.21,377.11
381.95,496.88,364.04,448.03
477.25,316.48,257.96,411.68
266.84,373.65,313.74,143.29
425.5,253.67,265.26,474.5
88.61,349.93,201.77,289.04
255.7,481.43,133.77,73.72
280.88,311.22,144.44,17.77
164.7,475.15,27.01,183.74
114.96,494.31,153.33,174.34
330.9,230.74,28.99,457.83
160.73,15.18,261.04,142.86
164.4,326.77,195.43,30.7
92.13,35.04,2.32,188.29
33.44,118.46,77.19,220.57
401.44,126.69,122.4,401.74
57.0,474.33,223.6,4.53
110.17,432.47,433.28,85.37
382.0,183.87,14.59,356.12
123.96,63.69,266.98,106.65
181.13,310.8,489.3,258.49
110.0,460.95,319.05,475.74
244.29,318.53,9.43,262.7
312.94,397.38,245.53,226.08
87.1,402.37,458.08,143.73
215.55,485.24,449.79,9.6
181.38,203.31,78.6,255.6
340.48,465.83,465.02,78.18
157.97,321.64,96.46,130.21
320.57,428.73,459.08,264.31
473.02,73.58,372.64,76.35
266.7,244.03,21.69,118.74
449.1,447.66,417.59,285.6
18.2,332.96,364.06,44.45
387.95,278.67,207.19,450.34
239.05,393.06,122.24,120.26
369.36,132.39,210.84,371.97
467.58,309.71,75.61,360.65
